timeStep;demandHeat;demandElectricity;PV2;GasBoiler2;Battery2Discharge;Battery2Charge;ElecBuy;ElecSell;Battery2SOC;Cost;Price;positiveDemandHeat;positiveDemandHeatTotal;positiveDemandElectricity;plusPV2;plusGasBoiler2;plusBattery2Discharge;plusBattery2Charge;plusElecBuy;plusElecSell
158.00;-0.52;-0.72;2.01;0.53;0.00;0.00;0.00;1.29;0.00;-0.03;0.25;0.52;0.52;0.72;2.01;0.52;0.00;0.00;0.00;-1.29
159.00;-1.03;-0.34;3.30;1.05;0.00;0.00;0.00;2.97;0.00;-0.08;0.25;1.03;1.03;0.34;3.30;1.03;0.00;0.00;0.00;-2.97
160.00;-1.03;-0.34;2.67;1.05;0.00;0.00;0.00;2.33;0.00;-0.06;0.25;1.03;1.03;0.34;2.67;1.03;0.00;0.00;0.00;-2.33
161.00;-0.26;-0.32;1.61;0.26;0.00;0.00;0.00;1.29;0.00;-0.04;0.25;0.26;0.26;0.32;1.61;0.26;0.00;0.00;0.00;-1.29
162.00;-1.29;-0.26;0.97;1.32;0.00;0.00;0.00;0.71;0.00;-0.00;0.25;1.29;1.29;0.26;0.97;1.29;0.00;0.00;0.00;-0.71
163.00;-1.03;-0.22;0.75;1.05;0.00;0.00;0.00;0.53;0.00;-0.00;0.25;1.03;1.03;0.22;0.75;1.03;0.00;0.00;0.00;-0.53
164.00;-0.52;-0.34;0.53;0.53;0.00;0.00;0.00;0.18;0.00;0.00;0.25;0.52;0.52;0.34;0.53;0.52;0.00;0.00;0.00;-0.18
165.00;-0.77;-0.36;0.34;0.79;0.00;0.00;0.02;0.00;0.00;0.01;0.25;0.77;0.77;0.36;0.34;0.77;0.00;0.00;0.02;-0.00
166.00;-1.03;-0.42;0.10;1.05;0.00;0.00;0.32;0.00;0.00;0.04;0.25;1.03;1.03;0.42;0.10;1.03;0.00;0.00;0.32;-0.00
167.00;-0.77;-0.43;0.24;0.79;0.00;0.00;0.19;0.00;0.00;0.02;0.25;0.77;0.77;0.43;0.24;0.77;0.00;0.00;0.19;-0.00
168.00;-0.52;-0.58;0.24;0.53;0.00;0.00;0.34;0.00;0.00;0.03;0.25;0.52;0.52;0.58;0.24;0.52;0.00;0.00;0.34;-0.00
169.00;-1.81;-0.79;0.27;1.84;0.00;0.00;0.51;0.00;0.00;0.06;0.25;1.81;1.81;0.79;0.27;1.81;0.00;0.00;0.51;-0.00
170.00;-1.29;-0.76;0.35;1.32;0.00;0.00;0.42;0.00;0.00;0.05;0.25;1.29;1.29;0.76;0.35;1.29;0.00;0.00;0.42;-0.00
171.00;-1.29;-0.38;0.34;1.32;0.00;0.00;0.04;0.00;0.00;0.02;0.25;1.29;1.29;0.38;0.34;1.29;0.00;0.00;0.04;-0.00
172.00;-0.77;-0.67;0.21;0.79;0.00;0.00;0.46;0.00;0.00;0.04;0.25;0.77;0.77;0.67;0.21;0.77;0.00;0.00;0.46;-0.00
173.00;-1.29;-0.83;0.17;1.32;0.00;0.00;0.65;0.00;0.00;0.06;0.25;1.29;1.29;0.83;0.17;1.29;0.00;0.00;0.65;-0.00
174.00;-1.29;-1.04;0.19;1.32;0.00;0.00;0.85;0.00;0.00;0.07;0.25;1.29;1.29;1.04;0.19;1.29;0.00;0.00;0.85;-0.00
175.00;-0.52;-1.13;0.15;0.53;0.00;0.00;0.98;0.00;0.00;0.07;0.25;0.52;0.52;1.13;0.15;0.52;0.00;0.00;0.98;-0.00
176.00;-1.03;-1.32;0.11;1.05;0.00;0.00;1.21;0.00;0.00;0.09;0.25;1.03;1.03;1.32;0.11;1.03;0.00;0.00;1.21;-0.00
177.00;-1.81;-1.21;0.09;1.84;0.00;0.00;1.12;0.00;0.00;0.10;0.25;1.81;1.81;1.21;0.09;1.81;0.00;0.00;1.12;-0.00
178.00;-1.29;-1.14;0.06;1.32;0.00;0.00;1.08;0.00;0.00;0.09;0.25;1.29;1.29;1.14;0.06;1.29;0.00;0.00;1.08;-0.00
179.00;-0.52;-1.15;0.02;0.53;0.00;0.00;1.13;0.00;0.00;0.08;0.25;0.52;0.52;1.15;0.02;0.52;0.00;0.00;1.13;-0.00
180.00;-1.03;-1.17;0.00;1.05;0.00;0.00;1.17;0.00;0.00;0.09;0.25;1.03;1.03;1.17;0.00;1.03;0.00;0.00;1.17;-0.00
181.00;-0.77;-1.30;0.00;0.79;0.00;0.00;1.30;0.00;0.00;0.09;0.25;0.77;0.77;1.30;0.00;0.77;0.00;0.00;1.30;-0.00
182.00;-0.26;-1.28;0.00;0.26;0.00;0.00;1.28;0.00;0.00;0.08;0.25;0.26;0.26;1.28;0.00;0.26;0.00;0.00;1.28;-0.00
183.00;-1.29;-1.22;0.00;1.32;0.00;0.00;1.22;0.00;0.00;0.10;0.25;1.29;1.29;1.22;0.00;1.29;0.00;0.00;1.22;-0.00
184.00;-1.03;-3.06;0.00;1.05;0.00;0.00;3.06;0.00;0.00;0.21;0.25;1.03;1.03;3.06;0.00;1.03;0.00;0.00;3.06;-0.00
185.00;-1.29;-1.59;0.00;1.32;0.00;0.00;1.59;0.00;0.00;0.12;0.25;1.29;1.29;1.59;0.00;1.29;0.00;0.00;1.59;-0.00
186.00;-0.77;-1.88;0.00;0.79;0.00;0.00;1.88;0.00;0.00;0.13;0.25;0.77;0.77;1.88;0.00;0.77;0.00;0.00;1.88;-0.00
187.00;-3.09;-1.32;0.00;3.16;0.00;0.00;1.32;0.00;0.00;0.13;0.25;3.09;3.09;1.32;0.00;3.09;0.00;0.00;1.32;-0.00
188.00;0.00;-0.57;0.00;0.00;0.00;0.00;0.57;0.00;0.00;0.04;0.25;-0.00;0.00;0.57;0.00;0.00;0.00;0.00;0.57;-0.00
189.00;0.00;-0.42;0.00;0.00;0.00;0.00;0.42;0.00;0.00;0.03;0.25;-0.00;0.00;0.42;0.00;0.00;0.00;0.00;0.42;-0.00
190.00;0.00;-0.41;0.00;0.00;0.00;0.00;0.41;0.00;0.00;0.03;0.25;-0.00;0.00;0.41;0.00;0.00;0.00;0.00;0.41;-0.00
191.00;-0.26;-0.68;0.00;0.26;0.00;0.00;0.68;0.00;0.00;0.05;0.25;0.26;0.26;0.68;0.00;0.26;0.00;0.00;0.68;-0.00
192.00;-0.52;-0.56;0.00;0.53;0.00;0.00;0.56;0.00;0.00;0.04;0.25;0.52;0.52;0.56;0.00;0.52;0.00;0.00;0.56;-0.00
193.00;-1.29;-0.38;0.00;1.32;0.00;0.00;0.38;0.00;0.00;0.04;0.25;1.29;1.29;0.38;0.00;1.29;0.00;0.00;0.38;-0.00
194.00;-0.77;-0.37;0.00;0.79;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.77;0.77;0.37;0.00;0.77;0.00;0.00;0.37;-0.00
195.00;-0.52;-0.38;0.00;0.53;0.00;0.00;0.38;0.00;0.00;0.03;0.25;0.52;0.52;0.38;0.00;0.52;0.00;0.00;0.38;-0.00
196.00;-1.03;-0.39;0.00;1.05;0.00;0.00;0.39;0.00;0.00;0.04;0.25;1.03;1.03;0.39;0.00;1.03;0.00;0.00;0.39;-0.00
197.00;-1.03;-0.41;0.00;1.05;0.00;0.00;0.41;0.00;0.00;0.04;0.25;1.03;1.03;0.41;0.00;1.03;0.00;0.00;0.41;-0.00
198.00;-0.77;-0.38;0.00;0.79;0.00;0.00;0.38;0.00;0.00;0.04;0.25;0.77;0.77;0.38;0.00;0.77;0.00;0.00;0.38;-0.00
199.00;-0.77;-0.40;0.00;0.79;0.00;0.00;0.40;0.00;0.00;0.04;0.25;0.77;0.77;0.40;0.00;0.77;0.00;0.00;0.40;-0.00
200.00;-1.29;-0.37;0.00;1.32;0.00;0.00;0.37;0.00;0.00;0.04;0.25;1.29;1.29;0.37;0.00;1.29;0.00;0.00;0.37;-0.00
201.00;-0.52;-0.37;0.00;0.53;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.52;0.52;0.37;0.00;0.52;0.00;0.00;0.37;-0.00
202.00;-1.03;-0.40;0.00;1.05;0.00;0.00;0.40;0.00;0.00;0.04;0.25;1.03;1.03;0.40;0.00;1.03;0.00;0.00;0.40;-0.00
203.00;-1.03;-0.37;0.00;1.05;0.00;0.00;0.37;0.00;0.00;0.04;0.25;1.03;1.03;0.37;0.00;1.03;0.00;0.00;0.37;-0.00
204.00;-0.77;-0.37;0.00;0.79;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.77;0.77;0.37;0.00;0.77;0.00;0.00;0.37;-0.00
205.00;-1.03;-0.39;0.00;1.05;0.00;0.00;0.39;0.00;0.00;0.04;0.25;1.03;1.03;0.39;0.00;1.03;0.00;0.00;0.39;-0.00
206.00;-1.03;-0.38;0.00;1.05;0.00;0.00;0.38;0.00;0.00;0.04;0.25;1.03;1.03;0.38;0.00;1.03;0.00;0.00;0.38;-0.00
207.00;-1.29;-0.38;0.00;1.32;0.00;0.00;0.38;0.00;0.00;0.04;0.25;1.29;1.29;0.38;0.00;1.29;0.00;0.00;0.38;-0.00
208.00;-0.26;-0.38;0.00;0.26;0.00;0.00;0.38;0.00;0.00;0.03;0.25;0.26;0.26;0.38;0.00;0.26;0.00;0.00;0.38;-0.00
209.00;-1.55;-0.40;0.00;1.58;0.00;0.00;0.40;0.00;0.00;0.05;0.25;1.55;1.55;0.40;0.00;1.55;0.00;0.00;0.40;-0.00
210.00;-1.55;-0.38;0.00;1.58;0.00;0.00;0.38;0.00;0.00;0.05;0.25;1.55;1.55;0.38;0.00;1.55;0.00;0.00;0.38;-0.00
211.00;-1.03;-0.38;0.00;1.05;0.00;0.00;0.38;0.00;0.00;0.04;0.25;1.03;1.03;0.38;0.00;1.03;0.00;0.00;0.38;-0.00
212.00;-3.61;-0.50;0.00;3.68;0.00;0.00;0.50;0.00;0.00;0.09;0.25;3.61;3.61;0.50;0.00;3.61;0.00;0.00;0.50;-0.00
213.00;-4.12;-1.67;0.00;4.21;0.00;0.00;1.67;0.00;0.00;0.17;0.25;4.12;4.12;1.67;0.00;4.12;0.00;0.00;1.67;-0.00
214.00;-0.26;-0.73;0.00;0.26;0.00;0.00;0.73;0.00;0.00;0.05;0.25;0.26;0.26;0.73;0.00;0.26;0.00;0.00;0.73;-0.00
215.00;-2.32;-0.73;0.00;2.37;0.00;0.00;0.73;0.00;0.00;0.08;0.25;2.32;2.32;0.73;0.00;2.32;0.00;0.00;0.73;-0.00
216.00;-1.80;-0.82;0.01;1.84;0.00;0.00;0.81;0.00;0.00;0.08;0.25;1.80;1.80;0.82;0.01;1.80;0.00;0.00;0.81;-0.00
217.00;-0.52;-0.39;0.03;0.53;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.52;0.52;0.39;0.03;0.52;0.00;0.00;0.37;-0.00
218.00;-1.03;-0.38;0.06;1.05;0.00;0.00;0.32;0.00;0.00;0.04;0.25;1.03;1.03;0.38;0.06;1.03;0.00;0.00;0.32;-0.00
219.00;-1.81;-0.21;0.09;1.84;0.00;0.00;0.12;0.00;0.00;0.03;0.25;1.81;1.81;0.21;0.09;1.81;0.00;0.00;0.12;-0.00
220.00;-1.29;-0.28;0.13;1.32;0.00;0.00;0.16;0.00;0.00;0.03;0.25;1.29;1.29;0.28;0.13;1.29;0.00;0.00;0.16;-0.00
221.00;-0.52;-0.54;0.17;0.53;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.52;0.52;0.54;0.17;0.52;0.00;0.00;0.37;-0.00
222.00;-1.29;-0.35;0.27;1.32;0.00;0.00;0.08;0.00;0.00;0.02;0.25;1.29;1.29;0.35;0.27;1.29;0.00;0.00;0.08;-0.00
223.00;-1.03;-0.32;0.30;1.05;0.00;0.00;0.03;0.00;0.00;0.02;0.25;1.03;1.03;0.32;0.30;1.03;0.00;0.00;0.03;-0.00
224.00;-1.03;-0.32;0.30;1.05;0.00;0.00;0.02;0.00;0.00;0.02;0.25;1.03;1.03;0.32;0.30;1.03;0.00;0.00;0.02;-0.00
225.00;-0.52;-0.32;0.25;0.53;0.00;0.00;0.07;0.00;0.00;0.01;0.25;0.52;0.52;0.32;0.25;0.52;0.00;0.00;0.07;-0.00
226.00;-1.03;-0.44;0.22;1.05;0.00;0.00;0.22;0.00;0.00;0.03;0.25;1.03;1.03;0.44;0.22;1.03;0.00;0.00;0.22;-0.00
227.00;-1.03;-0.57;0.18;1.05;0.00;0.00;0.39;0.00;0.00;0.04;0.25;1.03;1.03;0.57;0.18;1.03;0.00;0.00;0.39;-0.00
228.00;-0.52;-0.18;0.20;0.53;0.00;0.00;0.00;0.01;0.00;0.01;0.25;0.52;0.52;0.18;0.20;0.52;0.00;0.00;0.00;-0.01
229.00;-1.29;-0.90;0.25;1.32;0.00;0.00;0.65;0.00;0.00;0.06;0.25;1.29;1.29;0.90;0.25;1.29;0.00;0.00;0.65;-0.00
230.00;-1.03;-1.84;0.32;1.05;0.00;0.00;1.52;0.00;0.00;0.11;0.25;1.03;1.03;1.84;0.32;1.03;0.00;0.00;1.52;-0.00
231.00;-1.03;-1.74;0.35;1.05;0.00;0.00;1.39;0.00;0.00;0.10;0.25;1.03;1.03;1.74;0.35;1.03;0.00;0.00;1.39;-0.00
232.00;-0.77;-0.96;0.34;0.79;0.00;0.00;0.61;0.00;0.00;0.05;0.25;0.77;0.77;0.96;0.34;0.77;0.00;0.00;0.61;-0.00
233.00;-1.03;-0.83;0.36;1.05;0.00;0.00;0.47;0.00;0.00;0.04;0.25;1.03;1.03;0.83;0.36;1.03;0.00;0.00;0.47;-0.00
234.00;-2.06;-1.81;0.30;2.10;0.00;0.00;1.52;0.00;0.00;0.13;0.25;2.06;2.06;1.81;0.30;2.06;0.00;0.00;1.52;-0.00
235.00;0.00;-1.40;0.31;0.00;0.00;0.00;1.10;0.00;0.00;0.07;0.25;-0.00;0.00;1.40;0.31;0.00;0.00;0.00;1.10;-0.00
236.00;-1.29;-0.78;0.29;1.32;0.00;0.00;0.49;0.00;0.00;0.05;0.25;1.29;1.29;0.78;0.29;1.29;0.00;0.00;0.49;-0.00
237.00;-0.77;-0.91;0.37;0.79;0.00;0.00;0.54;0.00;0.00;0.05;0.25;0.77;0.77;0.91;0.37;0.77;0.00;0.00;0.54;-0.00
238.00;-0.26;-0.24;0.56;0.26;0.00;0.00;0.00;0.31;0.00;-0.01;0.25;0.26;0.26;0.24;0.56;0.26;0.00;0.00;0.00;-0.31
239.00;-1.29;-0.30;0.54;1.32;0.00;0.00;0.00;0.25;0.00;0.01;0.25;1.29;1.29;0.30;0.54;1.29;0.00;0.00;0.00;-0.25
240.00;-2.06;-0.40;0.68;2.10;0.00;0.00;0.00;0.28;0.00;0.02;0.25;2.06;2.06;0.40;0.68;2.06;0.00;0.00;0.00;-0.28
241.00;-0.52;-0.57;0.56;0.53;0.00;0.00;0.00;0.00;0.00;0.01;0.25;0.52;0.52;0.57;0.56;0.52;0.00;0.00;0.00;-0.00
242.00;-2.32;-2.08;0.51;2.37;0.00;0.00;1.57;0.00;0.00;0.13;0.25;2.32;2.32;2.08;0.51;2.32;0.00;0.00;1.57;-0.00
243.00;0.00;-0.54;0.51;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.25;-0.00;0.00;0.54;0.51;0.00;0.00;0.00;0.03;-0.00
244.00;0.00;-1.38;0.73;0.00;0.00;0.00;0.65;0.00;0.00;0.04;0.25;-0.00;0.00;1.38;0.73;0.00;0.00;0.00;0.65;-0.00
245.00;-2.58;-0.50;0.73;2.63;0.00;0.00;0.00;0.23;0.00;0.03;0.25;2.58;2.58;0.50;0.73;2.58;0.00;0.00;0.00;-0.23
246.00;-1.29;-0.42;0.70;1.32;0.00;0.00;0.00;0.29;0.00;0.01;0.25;1.29;1.29;0.42;0.70;1.29;0.00;0.00;0.00;-0.29
247.00;-1.03;-0.41;0.91;1.05;0.00;0.00;0.00;0.50;0.00;-0.00;0.25;1.03;1.03;0.41;0.91;1.03;0.00;0.00;0.00;-0.50
248.00;-0.77;-0.30;1.36;0.79;0.00;0.00;0.00;1.06;0.00;-0.02;0.25;0.77;0.77;0.30;1.36;0.77;0.00;0.00;0.00;-1.06
249.00;-1.03;-0.40;1.43;1.05;0.00;0.00;0.00;1.03;0.00;-0.02;0.25;1.03;1.03;0.40;1.43;1.03;0.00;0.00;0.00;-1.03
250.00;0.00;-0.34;1.66;0.00;0.00;0.00;0.00;1.32;0.00;-0.04;0.25;-0.00;0.00;0.34;1.66;0.00;0.00;0.00;0.00;-1.32
251.00;-1.29;-0.45;1.99;1.32;0.00;0.00;0.00;1.54;0.00;-0.03;0.25;1.29;1.29;0.45;1.99;1.29;0.00;0.00;0.00;-1.54
252.00;-1.03;-0.40;2.16;1.05;0.00;0.00;0.00;1.76;0.00;-0.04;0.25;1.03;1.03;0.40;2.16;1.03;0.00;0.00;0.00;-1.76
253.00;-1.03;-0.65;2.26;1.05;0.00;0.00;0.00;1.61;0.00;-0.03;0.25;1.03;1.03;0.65;2.26;1.03;0.00;0.00;0.00;-1.61
254.00;-0.52;-0.72;2.01;0.53;0.00;0.00;0.00;1.29;0.00;-0.03;0.25;0.52;0.52;0.72;2.01;0.52;0.00;0.00;0.00;-1.29
255.00;-1.03;-0.34;3.30;1.05;0.00;0.00;0.00;2.97;0.00;-0.08;0.25;1.03;1.03;0.34;3.30;1.03;0.00;0.00;0.00;-2.97
256.00;-1.03;-0.34;2.67;1.05;0.00;0.00;0.00;2.33;0.00;-0.06;0.25;1.03;1.03;0.34;2.67;1.03;0.00;0.00;0.00;-2.33
257.00;-0.26;-0.32;1.61;0.26;0.00;0.00;0.00;1.29;0.00;-0.04;0.25;0.26;0.26;0.32;1.61;0.26;0.00;0.00;0.00;-1.29
258.00;-1.29;-0.26;0.97;1.32;0.00;0.00;0.00;0.71;0.00;-0.00;0.25;1.29;1.29;0.26;0.97;1.29;0.00;0.00;0.00;-0.71
259.00;-1.03;-0.22;0.75;1.05;0.00;0.00;0.00;0.53;0.00;-0.00;0.25;1.03;1.03;0.22;0.75;1.03;0.00;0.00;0.00;-0.53
260.00;-0.52;-0.34;0.53;0.53;0.00;0.00;0.00;0.18;0.00;0.00;0.25;0.52;0.52;0.34;0.53;0.52;0.00;0.00;0.00;-0.18
261.00;-0.77;-0.36;0.34;0.79;0.00;0.00;0.02;0.00;0.00;0.01;0.25;0.77;0.77;0.36;0.34;0.77;0.00;0.00;0.02;-0.00
262.00;-1.03;-0.42;0.10;1.05;0.00;0.00;0.32;0.00;0.00;0.04;0.25;1.03;1.03;0.42;0.10;1.03;0.00;0.00;0.32;-0.00
263.00;-0.77;-0.43;0.24;0.79;0.00;0.00;0.19;0.00;0.00;0.02;0.25;0.77;0.77;0.43;0.24;0.77;0.00;0.00;0.19;-0.00
264.00;-0.52;-0.58;0.24;0.53;0.00;0.00;0.34;0.00;0.00;0.03;0.25;0.52;0.52;0.58;0.24;0.52;0.00;0.00;0.34;-0.00
265.00;-1.81;-0.79;0.27;1.84;0.00;0.00;0.51;0.00;0.00;0.06;0.25;1.81;1.81;0.79;0.27;1.81;0.00;0.00;0.51;-0.00
266.00;-1.29;-0.76;0.35;1.32;0.00;0.00;0.42;0.00;0.00;0.05;0.25;1.29;1.29;0.76;0.35;1.29;0.00;0.00;0.42;-0.00
267.00;-1.29;-0.38;0.34;1.32;0.00;0.00;0.04;0.00;0.00;0.02;0.25;1.29;1.29;0.38;0.34;1.29;0.00;0.00;0.04;-0.00
268.00;-0.77;-0.67;0.21;0.79;0.00;0.00;0.46;0.00;0.00;0.04;0.25;0.77;0.77;0.67;0.21;0.77;0.00;0.00;0.46;-0.00
269.00;-1.29;-0.83;0.17;1.32;0.00;0.00;0.65;0.00;0.00;0.06;0.25;1.29;1.29;0.83;0.17;1.29;0.00;0.00;0.65;-0.00
270.00;-1.29;-1.04;0.19;1.32;0.00;0.00;0.85;0.00;0.00;0.07;0.25;1.29;1.29;1.04;0.19;1.29;0.00;0.00;0.85;-0.00
271.00;-0.52;-1.13;0.15;0.53;0.00;0.00;0.98;0.00;0.00;0.07;0.25;0.52;0.52;1.13;0.15;0.52;0.00;0.00;0.98;-0.00
272.00;-1.03;-1.32;0.11;1.05;0.00;0.00;1.21;0.00;0.00;0.09;0.25;1.03;1.03;1.32;0.11;1.03;0.00;0.00;1.21;-0.00
273.00;-1.81;-1.21;0.09;1.84;0.00;0.00;1.12;0.00;0.00;0.10;0.25;1.81;1.81;1.21;0.09;1.81;0.00;0.00;1.12;-0.00
274.00;-1.29;-1.14;0.06;1.32;0.00;0.00;1.08;0.00;0.00;0.09;0.25;1.29;1.29;1.14;0.06;1.29;0.00;0.00;1.08;-0.00
275.00;-0.52;-1.15;0.02;0.53;0.00;0.00;1.13;0.00;0.00;0.08;0.25;0.52;0.52;1.15;0.02;0.52;0.00;0.00;1.13;-0.00
276.00;-1.03;-1.17;0.00;1.05;0.00;0.00;1.17;0.00;0.00;0.09;0.25;1.03;1.03;1.17;0.00;1.03;0.00;0.00;1.17;-0.00
277.00;-0.77;-1.30;0.00;0.79;0.00;0.00;1.30;0.00;0.00;0.09;0.25;0.77;0.77;1.30;0.00;0.77;0.00;0.00;1.30;-0.00
278.00;-0.26;-1.28;0.00;0.26;0.00;0.00;1.28;0.00;0.00;0.08;0.25;0.26;0.26;1.28;0.00;0.26;0.00;0.00;1.28;-0.00
279.00;-1.29;-1.22;0.00;1.32;0.00;0.00;1.22;0.00;0.00;0.10;0.25;1.29;1.29;1.22;0.00;1.29;0.00;0.00;1.22;-0.00
280.00;-1.03;-3.06;0.00;1.05;0.00;0.00;3.06;0.00;0.00;0.21;0.25;1.03;1.03;3.06;0.00;1.03;0.00;0.00;3.06;-0.00
281.00;-1.29;-1.59;0.00;1.32;0.00;0.00;1.59;0.00;0.00;0.12;0.25;1.29;1.29;1.59;0.00;1.29;0.00;0.00;1.59;-0.00
282.00;-0.77;-1.88;0.00;0.79;0.00;0.00;1.88;0.00;0.00;0.13;0.25;0.77;0.77;1.88;0.00;0.77;0.00;0.00;1.88;-0.00
283.00;-3.09;-1.32;0.00;3.16;0.00;0.00;1.32;0.00;0.00;0.13;0.25;3.09;3.09;1.32;0.00;3.09;0.00;0.00;1.32;-0.00
284.00;0.00;-0.57;0.00;0.00;0.00;0.00;0.57;0.00;0.00;0.04;0.25;-0.00;0.00;0.57;0.00;0.00;0.00;0.00;0.57;-0.00
285.00;0.00;-0.42;0.00;0.00;0.00;0.00;0.42;0.00;0.00;0.03;0.25;-0.00;0.00;0.42;0.00;0.00;0.00;0.00;0.42;-0.00
286.00;0.00;-0.41;0.00;0.00;0.00;0.00;0.41;0.00;0.00;0.03;0.25;-0.00;0.00;0.41;0.00;0.00;0.00;0.00;0.41;-0.00
287.00;-0.26;-0.68;0.00;0.26;0.00;0.00;0.68;0.00;0.00;0.05;0.25;0.26;0.26;0.68;0.00;0.26;0.00;0.00;0.68;-0.00
288.00;-0.52;-0.56;0.00;0.53;0.00;0.00;0.56;0.00;0.00;0.04;0.25;0.52;0.52;0.56;0.00;0.52;0.00;0.00;0.56;-0.00
289.00;-1.29;-0.38;0.00;1.32;0.00;0.00;0.38;0.00;0.00;0.04;0.25;1.29;1.29;0.38;0.00;1.29;0.00;0.00;0.38;-0.00
290.00;-0.77;-0.37;0.00;0.79;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.77;0.77;0.37;0.00;0.77;0.00;0.00;0.37;-0.00
291.00;-0.52;-0.38;0.00;0.53;0.00;0.00;0.38;0.00;0.00;0.03;0.25;0.52;0.52;0.38;0.00;0.52;0.00;0.00;0.38;-0.00
292.00;-1.03;-0.39;0.00;1.05;0.00;0.00;0.39;0.00;0.00;0.04;0.25;1.03;1.03;0.39;0.00;1.03;0.00;0.00;0.39;-0.00
293.00;-1.03;-0.41;0.00;1.05;0.00;0.00;0.41;0.00;0.00;0.04;0.25;1.03;1.03;0.41;0.00;1.03;0.00;0.00;0.41;-0.00
294.00;-0.77;-0.38;0.00;0.79;0.00;0.00;0.38;0.00;0.00;0.04;0.25;0.77;0.77;0.38;0.00;0.77;0.00;0.00;0.38;-0.00
295.00;-0.77;-0.40;0.00;0.79;0.00;0.00;0.40;0.00;0.00;0.04;0.25;0.77;0.77;0.40;0.00;0.77;0.00;0.00;0.40;-0.00
296.00;-1.29;-0.37;0.00;1.32;0.00;0.00;0.37;0.00;0.00;0.04;0.25;1.29;1.29;0.37;0.00;1.29;0.00;0.00;0.37;-0.00
297.00;-0.52;-0.37;0.00;0.53;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.52;0.52;0.37;0.00;0.52;0.00;0.00;0.37;-0.00
298.00;-1.03;-0.40;0.00;1.05;0.00;0.00;0.40;0.00;0.00;0.04;0.25;1.03;1.03;0.40;0.00;1.03;0.00;0.00;0.40;-0.00
299.00;-1.03;-0.37;0.00;1.05;0.00;0.00;0.37;0.00;0.00;0.04;0.25;1.03;1.03;0.37;0.00;1.03;0.00;0.00;0.37;-0.00
300.00;-0.77;-0.37;0.00;0.79;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.77;0.77;0.37;0.00;0.77;0.00;0.00;0.37;-0.00
301.00;-1.03;-0.39;0.00;1.05;0.00;0.00;0.39;0.00;0.00;0.04;0.25;1.03;1.03;0.39;0.00;1.03;0.00;0.00;0.39;-0.00
302.00;-1.03;-0.38;0.00;1.05;0.00;0.00;0.38;0.00;0.00;0.04;0.25;1.03;1.03;0.38;0.00;1.03;0.00;0.00;0.38;-0.00
303.00;-1.29;-0.38;0.00;1.32;0.00;0.00;0.38;0.00;0.00;0.04;0.25;1.29;1.29;0.38;0.00;1.29;0.00;0.00;0.38;-0.00
304.00;-0.26;-0.38;0.00;0.26;0.00;0.00;0.38;0.00;0.00;0.03;0.25;0.26;0.26;0.38;0.00;0.26;0.00;0.00;0.38;-0.00
305.00;-1.55;-0.40;0.00;1.58;0.00;0.00;0.40;0.00;0.00;0.05;0.25;1.55;1.55;0.40;0.00;1.55;0.00;0.00;0.40;-0.00
306.00;-1.55;-0.38;0.00;1.58;0.00;0.00;0.38;0.00;0.00;0.05;0.25;1.55;1.55;0.38;0.00;1.55;0.00;0.00;0.38;-0.00
307.00;-1.03;-0.38;0.00;1.05;0.00;0.00;0.38;0.00;0.00;0.04;0.25;1.03;1.03;0.38;0.00;1.03;0.00;0.00;0.38;-0.00
308.00;-3.61;-0.50;0.00;3.68;0.00;0.00;0.50;0.00;0.00;0.09;0.25;3.61;3.61;0.50;0.00;3.61;0.00;0.00;0.50;-0.00
309.00;-4.12;-1.67;0.00;4.21;0.00;0.00;1.67;0.00;0.00;0.17;0.25;4.12;4.12;1.67;0.00;4.12;0.00;0.00;1.67;-0.00
310.00;-0.26;-0.73;0.00;0.26;0.00;0.00;0.73;0.00;0.00;0.05;0.25;0.26;0.26;0.73;0.00;0.26;0.00;0.00;0.73;-0.00
311.00;-2.32;-0.73;0.00;2.37;0.00;0.00;0.73;0.00;0.00;0.08;0.25;2.32;2.32;0.73;0.00;2.32;0.00;0.00;0.73;-0.00
312.00;-1.80;-0.82;0.01;1.84;0.00;0.00;0.81;0.00;0.00;0.08;0.25;1.80;1.80;0.82;0.01;1.80;0.00;0.00;0.81;-0.00
313.00;-0.52;-0.39;0.03;0.53;0.00;0.00;0.37;0.00;0.00;0.03;0.25;0.52;0.52;0.39;0.03;0.52;0.00;0.00;0.37;-0.00
314.00;-1.03;-0.38;0.06;1.05;0.00;0.00;0.32;0.00;0.00;0.04;0.25;1.03;1.03;0.38;0.06;1.03;0.00;0.00;0.32;-0.00
315.00;-1.81;-0.21;0.09;1.84;0.00;0.00;0.12;0.00;0.00;0.03;0.25;1.81;1.81;0.21;0.09;1.81;0.00;0.00;0.12;-0.00
