timeStep;demandHeat1;demandHeat2;demandHeat3;demandHeat4;demandHeat5;demandElectricity;OilBoiler1;Connection12_12;Connection12_21;Connection13_13;Connection13_31;Connection14_14;Connection14_41;Connection15_15;Connection15_51;PV2;GasBoiler2;Battery2Discharge;Battery2Charge;Connection23_23;Connection23_32;Connection24_24;Connection24_42;Connection25_25;Connection25_52;PV3;GasBoiler3;ThermalStorage3Discharge;ThermalStorage3Charge;HeatPump3;Connection34_34;Connection34_43;Connection35_35;Connection35_53;ThermalStorage4Discharge;ThermalStorage4Charge;CHP4;Connection45_45;Connection45_54;SolarThermic5;ThermalStorage5Discharge;ThermalStorage5Charge;CHP5;ElecBuy;ElecSell;Battery2SOC;ThermalStorage3SOC;ThermalStorage4SOC;ThermalStorage5SOC;Cost;positiveDemandHeat1;positiveDemandHeat2;positiveDemandHeat3;positiveDemandHeat4;positiveDemandHeat5;demandHeat;positiveDemandElectricity;plusOilBoiler1;plusConnection12_12;plusConnection12_21;plusConnection13_13;plusConnection13_31;plusConnection14_14;plusConnection14_41;plusConnection15_15;plusConnection15_51;plusPV2;plusGasBoiler2;plusBattery2Discharge;plusBattery2Charge;plusConnection23_23;plusConnection23_32;plusConnection24_24;plusConnection24_42;plusConnection25_25;plusConnection25_52;plusPV3;plusGasBoiler3;plusThermalStorage3Discharge;plusThermalStorage3Charge;plusHeatPump3;plusConnection34_34;plusConnection34_43;plusConnection35_35;plusConnection35_53;plusThermalStorage4Discharge;plusThermalStorage4Charge;plusCHP4;plusConnection45_45;plusConnection45_54;plusSolarThermic5;plusThermalStorage5Discharge;plusThermalStorage5Charge;plusCHP5;plusElecBuy;plusElecSell
20.00;-3.20;-3.61;-22.91;-12.73;-15.52;-9.78;0.00;0.00;1.61;0.00;1.67;0.00;0.00;0.00;0.00;0.00;20.00;0.05;0.00;0.00;0.00;5.87;0.00;8.51;0.00;0.00;13.55;0.21;0.00;10.00;6.97;0.00;6.93;0.00;0.26;0.00;0.00;0.00;0.00;0.00;0.25;0.00;0.00;19.73;0.00;0.10;0.20;0.24;0.24;0.74;3.20;3.61;22.91;12.73;15.52;57.98;9.78;0.00;0.00;1.58;0.00;1.62;0.00;0.00;0.00;0.00;0.00;19.60;0.05;0.00;0.00;0.00;5.74;0.00;8.46;0.00;0.00;13.28;0.19;0.00;25.00;6.73;0.00;6.81;0.00;0.23;0.00;0.00;0.00;0.00;0.00;0.23;0.00;0.00;19.73;-0.00
21.00;-2.80;-4.12;-20.03;-12.78;-13.98;-11.06;0.00;0.00;1.45;0.00;1.41;0.00;0.00;0.00;0.00;0.00;20.00;0.05;0.00;0.00;0.00;6.17;0.00;7.85;0.00;0.00;8.09;0.52;0.00;10.00;6.34;0.00;5.66;0.00;0.62;0.00;0.00;0.00;0.00;0.00;0.62;0.00;0.00;21.01;0.00;0.09;0.14;0.17;0.17;0.68;2.80;4.12;20.03;12.78;13.98;53.71;11.06;0.00;0.00;1.43;0.00;1.37;0.00;0.00;0.00;0.00;0.00;19.60;0.05;0.00;0.00;0.00;6.04;0.00;7.80;0.00;0.00;7.93;0.47;0.00;25.00;6.13;0.00;5.56;0.00;0.56;0.00;0.00;0.00;0.00;0.00;0.55;0.00;0.00;21.01;-0.00
22.00;-0.80;-0.26;-22.15;-6.53;-13.56;-11.24;0.00;0.00;0.42;0.00;0.40;0.00;0.00;0.00;0.00;0.00;18.96;0.04;0.00;0.00;0.01;5.53;0.00;12.38;0.00;0.00;0.00;0.00;0.00;10.00;1.17;0.00;1.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.20;0.00;0.07;0.00;0.00;0.00;0.55;0.80;0.26;22.15;6.53;13.56;43.30;11.24;0.00;0.00;0.41;0.00;0.39;0.00;0.00;0.00;0.00;0.00;18.58;0.04;0.00;0.00;0.01;5.41;0.00;12.30;0.00;0.00;0.00;0.00;0.00;25.00;1.13;0.00;1.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.20;-0.00
23.00;-4.00;-2.32;-17.58;-3.75;-10.40;-10.87;0.00;0.00;2.25;0.00;1.84;0.00;0.00;0.00;0.00;0.00;13.63;0.04;0.00;0.00;0.00;2.10;0.00;6.69;0.00;0.00;0.00;0.00;0.00;10.00;1.75;0.00;3.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.83;0.00;0.06;0.00;0.00;0.00;0.46;4.00;2.32;17.58;3.75;10.40;38.05;10.87;0.00;0.00;2.21;0.00;1.79;0.00;0.00;0.00;0.00;0.00;13.36;0.04;0.00;0.00;0.00;2.06;0.00;6.65;0.00;0.00;0.00;0.00;0.00;25.00;1.69;0.00;3.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.83;-0.00
24.00;-5.20;-1.80;-11.23;-10.45;-8.66;-11.52;0.00;0.00;2.63;0.00;2.70;0.00;0.00;0.00;0.00;0.01;13.14;0.03;0.00;0.00;0.00;3.95;0.00;4.50;0.00;0.05;0.00;0.00;0.00;10.00;6.83;0.00;4.24;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00;21.44;0.00;0.05;0.00;0.00;0.00;0.46;5.20;1.80;11.23;10.45;8.66;37.35;11.52;0.00;0.00;2.58;0.00;2.62;0.00;0.00;0.00;0.00;0.01;12.88;0.03;0.00;0.00;0.00;3.86;0.00;4.47;0.00;0.05;0.00;0.00;0.00;25.00;6.60;0.00;4.16;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00;21.44;-0.00
25.00;-3.60;-0.52;-11.70;-24.44;-12.41;-13.14;0.00;0.00;1.79;0.00;1.90;0.00;0.00;0.00;0.00;0.03;20.00;0.03;0.00;0.00;0.00;10.72;0.00;6.58;0.00;0.21;9.12;0.00;0.00;10.00;14.46;0.00;5.87;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.00;22.87;0.00;0.05;0.00;0.00;0.00;0.72;3.60;0.52;11.70;24.44;12.41;52.67;13.14;0.00;0.00;1.76;0.00;1.84;0.00;0.00;0.00;0.00;0.03;19.60;0.03;0.00;0.00;0.00;10.48;0.00;6.54;0.00;0.21;8.94;0.00;0.00;25.00;13.97;0.00;5.76;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.00;22.87;-0.00
26.00;-0.80;-1.03;-20.82;-19.56;-16.10;-14.12;0.00;0.00;0.37;0.00;0.45;0.00;0.00;0.00;0.00;0.06;20.00;0.02;0.00;0.00;0.00;9.30;0.00;8.90;0.00;0.47;14.55;0.00;0.00;10.00;10.84;0.00;7.15;0.00;0.00;0.00;0.00;0.00;0.00;0.24;0.00;0.00;0.00;23.57;0.00;0.04;0.00;0.00;0.00;0.81;0.80;1.03;20.82;19.56;16.10;58.31;14.12;0.00;0.00;0.37;0.00;0.43;0.00;0.00;0.00;0.00;0.06;19.60;0.02;0.00;0.00;0.00;9.09;0.00;8.84;0.00;0.47;14.26;0.00;0.00;25.00;10.47;0.00;7.02;0.00;0.00;0.00;0.00;0.00;0.00;0.24;0.00;0.00;0.00;23.57;-0.00
27.00;-3.60;-1.81;-26.13;-8.34;-16.15;-14.71;0.00;0.00;2.00;0.00;1.69;0.00;0.00;0.00;0.00;0.09;20.00;0.02;0.00;0.00;0.00;4.89;0.00;10.91;0.00;0.75;11.77;0.00;0.00;10.00;3.69;0.00;5.03;0.00;0.00;0.00;0.00;0.00;0.00;0.37;0.00;0.00;0.00;23.85;0.00;0.03;0.00;0.00;0.00;0.77;3.60;1.81;26.13;8.34;16.15;56.03;14.71;0.00;0.00;1.96;0.00;1.64;0.00;0.00;0.00;0.00;0.09;19.60;0.02;0.00;0.00;0.00;4.78;0.00;10.85;0.00;0.75;11.54;0.00;0.00;25.00;3.57;0.00;4.94;0.00;0.00;0.00;0.00;0.00;0.00;0.37;0.00;0.00;0.00;23.85;-0.00
28.00;-3.60;-1.29;-23.29;-28.38;-19.64;-16.78;13.03;0.00;0.00;0.00;0.00;8.78;0.00;0.00;0.00;0.13;20.00;0.02;0.00;0.00;0.00;8.07;0.00;10.24;0.00;1.02;20.00;0.00;0.00;10.00;12.19;0.00;9.12;0.00;0.00;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00;25.61;0.00;0.03;0.00;0.00;0.00;1.13;3.60;1.29;23.29;28.38;19.64;76.20;16.78;12.38;0.00;0.00;0.00;0.00;8.71;0.00;0.00;0.00;0.13;19.60;0.02;0.00;0.00;0.00;7.89;0.00;10.18;0.00;1.02;19.60;0.00;0.00;25.00;11.78;0.00;8.95;0.00;0.00;0.00;0.00;0.00;0.00;0.51;0.00;0.00;0.00;25.61;-0.00
29.00;-5.60;-0.52;-17.66;-38.03;-19.02;-16.76;17.97;0.00;0.00;0.00;0.00;11.47;0.00;0.00;0.00;0.17;20.00;0.01;0.00;0.00;0.00;9.81;0.00;9.28;0.00;1.38;20.00;0.00;0.00;10.00;17.66;0.00;9.27;0.00;0.00;0.00;0.00;0.00;0.00;0.69;0.00;0.00;0.00;25.19;0.00;0.03;0.00;0.00;0.00;1.21;5.60;0.52;17.66;38.03;19.02;80.83;16.76;17.07;0.00;0.00;0.00;0.00;11.38;0.00;0.00;0.00;0.17;19.60;0.01;0.00;0.00;0.00;9.59;0.00;9.22;0.00;1.38;19.60;0.00;0.00;25.00;17.06;0.00;9.11;0.00;0.00;0.00;0.00;0.00;0.00;0.69;0.00;0.00;0.00;25.19;-0.00
30.00;-0.80;-1.29;-10.31;-17.71;-9.98;-14.89;0.00;0.00;0.34;0.00;0.48;0.00;0.00;0.00;0.00;0.27;14.94;0.01;0.00;0.00;0.00;7.85;0.00;5.16;0.00;2.19;0.00;0.00;0.00;10.00;10.39;0.00;3.82;0.00;0.00;0.00;0.00;0.00;0.00;1.09;0.00;0.00;0.00;22.42;0.00;0.02;0.00;0.00;0.00;0.50;0.80;1.29;10.31;17.71;9.98;40.08;14.89;0.00;0.00;0.33;0.00;0.47;0.00;0.00;0.00;0.00;0.27;14.64;0.01;0.00;0.00;0.00;7.68;0.00;5.13;0.00;2.19;0.00;0.00;0.00;25.00;10.03;0.00;3.75;0.00;0.00;0.00;0.00;0.00;0.00;1.09;0.00;0.00;0.00;22.42;-0.00
31.00;-2.00;-1.03;-20.12;-17.99;-15.33;-13.57;0.00;0.00;0.89;0.00;1.16;0.00;0.00;0.00;0.00;0.30;20.00;0.01;0.00;0.00;0.00;9.19;0.00;8.50;0.00;2.37;11.65;0.00;0.00;10.00;9.33;0.00;5.81;0.00;0.00;0.00;0.00;0.00;0.00;1.18;0.00;0.00;0.00;20.90;0.00;0.02;0.00;0.00;0.00;0.73;2.00;1.03;20.12;17.99;15.33;56.47;13.57;0.00;0.00;0.87;0.00;1.13;0.00;0.00;0.00;0.00;0.30;19.60;0.01;0.00;0.00;0.00;8.98;0.00;8.44;0.00;2.37;11.41;0.00;0.00;25.00;9.01;0.00;5.70;0.00;0.00;0.00;0.00;0.00;0.00;1.18;0.00;0.00;0.00;20.90;-0.00
32.00;-2.00;-1.03;-23.28;-24.68;-18.71;-13.25;5.44;0.00;0.00;0.00;0.00;3.17;0.00;0.00;0.00;0.30;20.00;0.01;0.00;0.00;0.00;9.21;0.00;9.36;0.00;2.43;20.00;0.00;0.00;10.00;12.98;0.00;8.34;0.00;0.00;0.00;0.00;0.00;0.00;1.21;0.00;0.00;0.00;20.51;0.00;0.02;0.00;0.00;0.00;0.94;2.00;1.03;23.28;24.68;18.71;69.70;13.25;5.17;0.00;0.00;0.00;0.00;3.14;0.00;0.00;0.00;0.30;19.60;0.01;0.00;0.00;0.00;9.00;0.00;9.30;0.00;2.43;19.60;0.00;0.00;25.00;12.53;0.00;8.19;0.00;0.00;0.00;0.00;0.00;0.00;1.21;0.00;0.00;0.00;20.51;-0.00
33.00;-1.60;-0.52;-19.34;-15.47;-14.28;-14.97;0.00;0.00;0.76;0.00;0.88;0.00;0.00;0.00;0.00;0.25;20.00;0.01;0.00;0.00;0.00;9.77;0.00;8.55;0.00;2.01;6.34;0.00;0.00;10.00;6.12;0.00;4.86;0.00;0.00;0.00;0.00;0.00;0.00;1.01;0.00;0.00;0.00;22.70;0.00;0.01;0.00;0.00;0.00;0.67;1.60;0.52;19.34;15.47;14.28;51.21;14.97;0.00;0.00;0.74;0.00;0.86;0.00;0.00;0.00;0.00;0.25;19.60;0.01;0.00;0.00;0.00;9.55;0.00;8.50;0.00;2.01;6.21;0.00;0.00;25.00;5.91;0.00;4.77;0.00;0.00;0.00;0.00;0.00;0.00;1.01;0.00;0.00;0.00;22.70;-0.00
34.00;-0.80;-1.03;-22.82;-11.97;-15.28;-16.41;0.00;0.00;0.36;0.00;0.46;0.00;0.00;0.00;0.00;0.22;20.00;0.01;0.00;0.00;0.00;7.97;0.00;10.24;0.00;1.80;7.03;0.00;0.00;10.00;4.33;0.00;4.28;0.00;0.00;0.00;0.00;0.00;0.00;0.90;0.00;0.00;0.00;24.38;0.00;0.01;0.00;0.00;0.00;0.70;0.80;1.03;22.82;11.97;15.28;51.90;16.41;0.00;0.00;0.35;0.00;0.45;0.00;0.00;0.00;0.00;0.22;19.60;0.01;0.00;0.00;0.00;7.79;0.00;10.18;0.00;1.80;6.89;0.00;0.00;25.00;4.18;0.00;4.20;0.00;0.00;0.00;0.00;0.00;0.00;0.90;0.00;0.00;0.00;24.38;-0.00
35.00;-2.40;-1.03;-22.59;-11.52;-15.05;-17.20;0.00;0.00;1.22;0.00;1.24;0.00;0.00;0.00;0.00;0.18;20.00;0.01;0.00;0.00;0.00;7.41;0.00;9.94;0.00;1.45;7.94;0.00;0.00;10.00;4.43;0.00;4.52;0.00;0.00;0.00;0.00;0.00;0.00;0.73;0.00;0.00;0.00;25.56;0.00;0.01;0.00;0.00;0.00;0.73;2.40;1.03;22.59;11.52;15.05;52.59;17.20;0.00;0.00;1.20;0.00;1.20;0.00;0.00;0.00;0.00;0.18;19.60;0.01;0.00;0.00;0.00;7.24;0.00;9.88;0.00;1.45;7.78;0.00;0.00;25.00;4.28;0.00;4.44;0.00;0.00;0.00;0.00;0.00;0.00;0.73;0.00;0.00;0.00;25.56;-0.00
36.00;-2.80;-0.52;-16.78;-8.39;-11.13;-17.41;0.00;0.00;1.52;0.00;1.35;0.00;0.00;0.00;0.00;0.20;14.53;0.00;0.00;0.00;0.00;5.17;0.00;7.03;0.00;1.57;0.00;0.00;0.00;10.00;3.45;0.00;3.42;0.00;0.00;0.00;0.00;0.00;0.00;0.78;0.00;0.00;0.00;25.65;0.00;0.01;0.00;0.00;0.00;0.54;2.80;0.52;16.78;8.39;11.13;39.62;17.41;0.00;0.00;1.49;0.00;1.31;0.00;0.00;0.00;0.00;0.20;14.24;0.00;0.00;0.00;0.00;5.06;0.00;6.99;0.00;1.57;0.00;0.00;0.00;25.00;3.33;0.00;3.36;0.00;0.00;0.00;0.00;0.00;0.00;0.78;0.00;0.00;0.00;25.65;-0.00
37.00;-1.60;-1.29;-10.70;-8.52;-7.89;-17.66;0.00;0.00;0.69;0.00;0.95;0.00;0.00;0.00;0.00;0.25;4.53;0.00;0.00;0.00;0.00;0.56;0.00;1.90;0.00;2.00;0.00;0.00;0.00;10.00;8.25;0.00;5.10;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;25.40;0.00;0.01;0.00;0.00;0.00;0.38;1.60;1.29;10.70;8.52;7.89;30.00;17.66;0.00;0.00;0.68;0.00;0.92;0.00;0.00;0.00;0.00;0.25;4.44;0.00;0.00;0.00;0.00;0.55;0.00;1.89;0.00;2.00;0.00;0.00;0.00;25.00;7.97;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;25.40;-0.00
38.00;-0.80;-1.03;-17.72;-11.80;-12.49;-17.55;0.00;0.00;0.36;0.00;0.46;0.00;0.00;0.00;0.00;0.32;18.39;0.00;0.00;0.00;0.00;8.50;0.00;8.14;0.00;2.53;0.00;0.00;0.00;10.00;3.61;0.00;3.20;0.00;0.00;0.00;0.00;0.00;0.00;1.27;0.00;0.00;0.00;24.70;0.00;0.01;0.00;0.00;0.00;0.58;0.80;1.03;17.72;11.80;12.49;43.85;17.55;0.00;0.00;0.35;0.00;0.45;0.00;0.00;0.00;0.00;0.32;18.02;0.00;0.00;0.00;0.00;8.31;0.00;8.09;0.00;2.53;0.00;0.00;0.00;25.00;3.49;0.00;3.14;0.00;0.00;0.00;0.00;0.00;0.00;1.27;0.00;0.00;0.00;24.70;-0.00
39.00;-2.00;-1.03;-21.35;-12.39;-14.59;-19.11;0.00;0.00;1.02;0.00;1.03;0.00;0.00;0.00;0.00;0.35;20.00;0.00;0.00;0.00;0.00;8.36;0.00;9.19;0.00;2.81;6.00;0.00;0.00;10.00;4.37;0.00;4.13;0.00;0.00;0.00;0.00;0.00;0.00;1.40;0.00;0.00;0.00;25.95;0.00;0.01;0.00;0.00;0.00;0.71;2.00;1.03;21.35;12.39;14.59;51.37;19.11;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.35;19.60;0.00;0.00;0.00;0.00;8.17;0.00;9.14;0.00;2.81;5.88;0.00;0.00;25.00;4.22;0.00;4.05;0.00;0.00;0.00;0.00;0.00;0.00;1.40;0.00;0.00;0.00;25.95;-0.00
40.00;-2.40;-0.77;-9.68;-13.79;-8.66;-17.26;0.00;0.00;1.16;0.00;1.30;0.00;0.00;0.00;0.00;0.34;9.71;0.00;0.00;0.00;0.00;4.05;0.00;3.54;0.00;2.75;0.00;0.00;0.00;10.00;10.18;0.00;3.84;0.00;0.00;0.00;0.00;0.00;0.00;1.37;0.00;0.00;0.00;24.17;0.00;0.00;0.00;0.00;0.00;0.45;2.40;0.77;9.68;13.79;8.66;35.30;17.26;0.00;0.00;1.14;0.00;1.26;0.00;0.00;0.00;0.00;0.34;9.51;0.00;0.00;0.00;0.00;3.95;0.00;3.52;0.00;2.75;0.00;0.00;0.00;25.00;9.83;0.00;3.77;0.00;0.00;0.00;0.00;0.00;0.00;1.37;0.00;0.00;0.00;24.17;-0.00
41.00;-2.00;-1.03;-16.72;-12.20;-12.06;-18.47;0.00;0.00;1.00;0.00;1.05;0.00;0.00;0.00;0.00;0.36;18.42;0.00;0.00;0.00;0.00;8.62;0.00;7.40;0.00;2.89;0.00;0.00;0.00;10.00;3.91;0.00;3.32;0.00;0.00;0.00;0.00;0.00;0.00;1.44;0.00;0.00;0.00;25.22;0.00;0.00;0.00;0.00;0.00;0.59;2.00;1.03;16.72;12.20;12.06;44.01;18.47;0.00;0.00;0.98;0.00;1.02;0.00;0.00;0.00;0.00;0.36;18.05;0.00;0.00;0.00;0.00;8.42;0.00;7.36;0.00;2.89;0.00;0.00;0.00;25.00;3.78;0.00;3.26;0.00;0.00;0.00;0.00;0.00;0.00;1.44;0.00;0.00;0.00;25.22;-0.00
42.00;-0.80;-2.06;-25.16;-9.15;-15.83;-17.48;0.00;0.00;0.38;0.00;0.44;0.00;0.00;0.00;0.00;0.30;20.00;0.00;3.63;0.00;0.00;6.16;0.00;11.01;0.00;2.37;7.78;0.00;0.00;10.00;3.24;0.00;3.78;0.00;0.00;0.00;0.00;0.00;0.00;1.18;0.00;0.00;0.00;28.45;0.00;0.00;0.00;0.00;0.00;0.77;0.80;2.06;25.16;9.15;15.83;53.00;17.48;0.00;0.00;0.37;0.00;0.43;0.00;0.00;0.00;0.00;0.30;19.60;0.00;3.56;0.00;0.00;6.02;0.00;10.94;0.00;2.37;7.62;0.00;0.00;25.00;3.13;0.00;3.71;0.00;0.00;0.00;0.00;0.00;0.00;1.18;0.00;0.00;0.00;28.45;-0.00
43.00;-2.40;0.00;-21.79;-10.73;-14.42;-13.59;0.00;0.00;1.33;0.00;1.13;0.00;0.00;0.00;0.00;0.31;20.00;0.00;7.11;0.00;0.00;7.99;0.00;10.28;0.00;2.46;4.04;0.00;0.00;10.00;3.02;0.00;3.02;0.00;0.00;0.00;0.00;0.00;0.00;1.23;0.00;0.00;0.00;27.93;0.00;0.89;0.00;0.00;0.00;0.70;2.40;-0.00;21.79;10.73;14.42;49.33;13.59;0.00;0.00;1.30;0.00;1.10;0.00;0.00;0.00;0.00;0.31;19.60;0.00;6.97;0.00;0.00;7.81;0.00;10.22;0.00;2.46;3.96;0.00;0.00;25.00;2.92;0.00;2.97;0.00;0.00;0.00;0.00;0.00;0.00;1.23;0.00;0.00;0.00;27.93;-0.00
44.00;-5.20;-1.29;-13.45;-14.01;-10.75;-15.20;0.00;0.00;2.77;0.00;2.56;0.00;0.00;0.00;0.00;0.29;19.54;0.00;9.00;0.00;0.00;9.08;0.00;6.02;0.00;2.32;0.00;0.00;0.00;10.00;5.32;0.00;3.67;0.00;0.00;0.00;0.00;0.00;0.00;1.16;0.00;0.00;0.00;31.59;0.00;2.63;0.00;0.00;0.00;0.68;5.20;1.29;13.45;14.01;10.75;44.70;15.20;0.00;0.00;2.72;0.00;2.48;0.00;0.00;0.00;0.00;0.29;19.15;0.00;8.82;0.00;0.00;8.87;0.00;5.98;0.00;2.32;0.00;0.00;0.00;25.00;5.14;0.00;3.60;0.00;0.00;0.00;0.00;0.00;0.00;1.16;0.00;0.00;0.00;31.59;-0.00
45.00;-0.40;-0.77;-9.39;-18.54;-9.69;-18.04;0.00;0.00;0.00;0.00;0.41;0.00;0.00;0.00;0.00;0.37;0.00;0.00;8.36;0.00;0.79;0.00;0.00;0.00;0.00;2.99;0.00;0.00;0.00;10.00;6.06;0.00;8.35;0.00;0.00;0.00;20.80;0.00;0.00;1.50;0.00;0.00;0.00;26.99;0.00;4.84;0.00;0.00;0.00;1.12;0.40;0.77;9.39;18.54;9.69;38.81;18.04;0.00;0.00;0.00;0.00;0.40;0.00;0.00;0.00;0.00;0.37;0.00;0.00;8.19;0.00;0.78;0.00;0.00;0.00;0.00;2.99;0.00;0.00;0.00;25.00;5.85;0.00;8.20;0.00;0.00;0.00;12.69;0.00;0.00;1.50;0.00;0.00;0.00;26.99;-0.00
46.00;-2.00;-0.26;-19.28;-14.15;-13.92;-19.90;0.00;0.00;0.00;0.00;0.00;0.00;2.02;0.00;0.00;0.56;0.00;4.47;0.00;0.00;0.00;0.00;0.26;0.00;0.00;4.46;0.00;0.00;0.00;5.63;0.00;5.38;0.00;0.00;0.00;0.00;55.36;11.96;0.00;2.23;0.00;0.00;0.00;0.00;0.00;6.89;0.00;0.00;0.00;0.95;2.00;0.26;19.28;14.15;13.92;49.61;19.90;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.56;0.00;4.38;0.00;0.00;0.00;0.00;0.26;0.00;0.00;4.46;0.00;0.00;0.00;14.08;0.00;5.19;0.00;0.00;0.00;0.00;33.77;11.69;0.00;2.23;0.00;0.00;0.00;0.00;-0.00
47.00;-3.20;-1.29;-19.84;-10.04;-13.20;-18.95;0.00;0.00;0.00;0.00;0.00;0.00;3.22;0.00;0.00;0.54;0.00;0.00;4.65;0.00;0.00;0.00;1.32;0.00;0.00;4.35;0.00;0.00;0.00;1.50;0.00;16.65;0.00;0.00;0.00;0.00;69.70;11.27;0.00;2.17;0.00;0.00;0.00;0.00;0.00;5.75;0.00;0.00;0.00;1.19;3.20;1.29;19.84;10.04;13.20;47.57;18.95;0.00;0.00;0.00;0.00;0.00;0.00;3.20;0.00;0.00;0.54;0.00;0.00;4.56;0.00;0.00;0.00;1.29;0.00;0.00;4.35;0.00;0.00;0.00;3.76;0.00;16.08;0.00;0.00;0.00;0.00;42.52;11.02;0.00;2.17;0.00;0.00;0.00;0.00;-0.00
48.00;0.00;-2.06;-16.39;-9.74;-11.26;-17.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.68;0.00;6.68;0.00;0.00;0.00;0.00;2.11;0.00;0.00;5.42;0.00;0.00;0.00;0.00;0.00;16.97;0.00;0.00;0.00;0.00;61.58;8.75;0.00;2.71;0.00;0.00;0.00;0.00;13.51;6.89;0.00;0.00;0.00;0.55;-0.00;2.06;16.39;9.74;11.26;39.45;17.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.68;0.00;6.55;0.00;0.00;0.00;0.00;2.06;0.00;0.00;5.42;0.00;0.00;0.00;0.00;0.00;16.39;0.00;0.00;0.00;0.00;37.56;8.55;0.00;2.71;0.00;0.00;0.00;0.00;-13.51
49.00;-2.80;-0.52;-28.89;-8.15;-17.59;-16.25;0.00;0.00;0.00;0.00;0.00;0.00;2.82;0.00;0.00;0.56;0.00;4.41;0.00;0.00;0.00;0.00;0.53;0.00;0.00;4.50;0.00;0.00;0.00;0.00;0.00;29.91;0.00;0.00;0.00;0.00;70.49;1.59;0.00;2.25;0.00;0.00;22.98;0.00;20.10;5.18;0.00;0.00;0.00;0.85;2.80;0.52;28.89;8.15;17.59;57.95;16.25;0.00;0.00;0.00;0.00;0.00;0.00;2.80;0.00;0.00;0.56;0.00;4.32;0.00;0.00;0.00;0.00;0.52;0.00;0.00;4.50;0.00;0.00;0.00;0.00;0.00;28.89;0.00;0.00;0.00;0.00;43.00;1.55;0.00;2.25;0.00;0.00;13.79;0.00;-20.10
50.00;-2.40;-2.32;-35.14;-7.94;-20.91;-19.16;0.00;0.00;0.00;0.00;0.00;0.00;2.42;0.00;0.00;0.51;0.00;2.36;0.00;0.00;0.00;0.00;0.54;0.00;1.80;4.10;0.00;0.00;0.00;0.00;0.00;32.10;0.00;4.21;0.00;0.00;70.49;0.00;0.00;2.05;0.00;0.00;41.45;0.00;19.85;4.06;0.00;0.00;0.00;1.17;2.40;2.32;35.14;7.94;20.91;68.71;19.16;0.00;0.00;0.00;0.00;0.00;0.00;2.40;0.00;0.00;0.51;0.00;2.31;0.00;0.00;0.00;0.00;0.53;0.00;1.79;4.10;0.00;0.00;0.00;0.00;0.00;31.01;0.00;4.14;0.00;0.00;43.00;0.00;0.00;2.05;0.00;0.00;24.87;0.00;-19.85
51.00;-1.60;0.00;-19.21;-8.67;-12.51;-20.22;0.00;0.00;0.00;0.00;0.00;0.00;1.61;0.00;0.00;0.51;0.00;2.09;0.00;0.01;0.00;0.00;0.01;0.00;0.00;4.09;0.00;0.00;0.00;0.00;0.00;19.88;0.00;0.00;0.00;0.00;67.01;10.71;0.00;2.04;0.00;0.00;0.00;0.00;5.90;3.46;0.00;0.00;0.00;0.93;1.60;-0.00;19.21;8.67;12.51;41.99;20.22;0.00;0.00;0.00;0.00;0.00;0.00;1.60;0.00;0.00;0.51;0.00;2.05;0.00;0.01;0.00;0.00;0.01;0.00;0.00;4.09;0.00;0.00;0.00;0.00;0.00;19.20;0.00;0.00;0.00;0.00;40.87;10.47;0.00;2.04;0.00;0.00;0.00;0.00;-5.90
52.00;-3.60;0.00;-10.56;-9.23;-8.00;-21.93;0.00;0.00;0.00;0.00;0.00;0.00;3.63;0.00;0.00;0.73;0.00;3.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.84;0.00;0.00;0.00;0.00;0.00;10.93;0.00;0.00;0.00;0.00;47.52;5.19;0.00;2.92;0.00;0.00;0.00;0.00;2.01;2.92;0.00;0.00;0.00;0.74;3.60;-0.00;10.56;9.23;8.00;31.39;21.93;0.00;0.00;0.00;0.00;0.00;0.00;3.60;0.00;0.00;0.73;0.00;3.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.84;0.00;0.00;0.00;0.00;0.00;10.56;0.00;0.00;0.00;0.00;28.99;5.08;0.00;2.92;0.00;0.00;0.00;0.00;-2.01
