timeStep;demandHeat;demandElectricity;ThermalStorage4Discharge;ThermalStorage4Charge;CHP4;ElecBuy;ElecSell;ThermalStorage4SOC;Cost;CO2;Price;positiveDemandHeat;positiveDemandHeatTotal;positiveDemandElectricity;plusThermalStorage4Discharge;plusThermalStorage4Charge;plusCHP4;plusElecBuy;plusElecSell
490.00;-3.24;-2.55;0.00;0.00;5.31;1.00;0.00;0.92;0.10;0.39;0.05;3.24;3.24;2.55;0.00;0.00;3.24;1.00;-0.00
491.00;-4.83;-2.25;0.05;0.00;7.83;0.00;0.02;0.92;0.13;0.40;0.05;4.83;4.83;2.25;0.05;0.00;4.78;0.00;-0.02
492.00;-6.86;-2.30;1.50;0.00;8.78;0.00;0.24;0.91;0.15;0.44;0.05;6.86;6.86;2.30;1.35;0.00;5.35;0.00;-0.24
493.00;-6.99;-2.34;1.46;0.00;9.07;0.00;0.29;0.49;0.15;0.46;0.05;6.99;6.99;2.34;1.31;0.00;5.53;0.00;-0.29
494.00;-5.01;-2.34;0.02;0.00;8.17;0.00;0.03;0.09;0.14;0.41;0.05;5.01;5.01;2.34;0.02;0.00;4.98;0.00;-0.03
495.00;-3.59;-2.44;0.00;0.00;5.88;0.73;0.00;0.08;0.11;0.38;0.05;3.59;3.59;2.44;0.00;0.00;3.59;0.73;-0.00
496.00;-5.51;-2.47;0.03;0.00;8.99;0.00;0.13;0.08;0.15;0.45;0.05;5.51;5.51;2.47;0.02;0.00;5.49;0.00;-0.13
497.00;-6.95;-2.43;0.03;0.00;11.34;0.00;0.86;0.07;0.19;0.57;0.05;6.95;6.95;2.43;0.02;0.00;6.92;0.00;-0.86
498.00;-7.10;-2.53;0.03;0.00;11.59;0.00;0.83;0.07;0.19;0.59;0.05;7.10;7.10;2.53;0.02;0.00;7.07;0.00;-0.83
499.00;-8.80;-2.61;0.02;0.00;14.38;0.00;1.56;0.06;0.24;0.73;0.05;8.80;8.80;2.61;0.02;0.00;8.77;0.00;-1.56
500.00;-12.73;-2.51;0.03;0.00;20.83;0.00;3.53;0.05;0.33;1.05;0.05;12.73;12.73;2.51;0.03;0.00;12.71;0.00;-3.53
501.00;-12.78;-2.48;0.02;0.00;20.92;0.00;3.59;0.04;0.34;1.06;0.05;12.78;12.78;2.48;0.02;0.00;12.76;0.00;-3.59
502.00;-6.53;-2.72;0.02;0.00;10.68;0.00;0.38;0.04;0.18;0.54;0.05;6.53;6.53;2.72;0.02;0.00;6.51;0.00;-0.38
503.00;-3.75;-3.03;0.00;0.00;6.14;1.25;0.00;0.03;0.12;0.46;0.05;3.75;3.75;3.03;0.00;0.00;3.75;1.25;-0.00
504.00;-10.45;-3.34;0.02;0.00;17.10;0.00;1.62;0.03;0.28;0.86;0.05;10.45;10.45;3.34;0.02;0.00;10.43;0.00;-1.62
505.00;-24.44;-3.80;0.02;0.00;40.05;0.00;7.81;0.03;0.64;2.02;0.05;24.44;24.44;3.80;0.01;0.00;24.43;0.00;-7.81
506.00;-19.56;-4.30;0.01;0.00;32.04;0.00;4.99;0.02;0.52;1.62;0.05;19.56;19.56;4.30;0.01;0.00;19.54;0.00;-4.99
507.00;-8.34;-5.23;0.00;0.00;13.68;1.26;0.00;0.02;0.25;0.84;0.05;8.34;8.34;5.23;0.00;0.00;8.34;1.26;-0.00
508.00;-28.38;-6.72;0.01;0.00;46.51;0.00;6.77;0.02;0.75;2.35;0.05;28.38;28.38;6.72;0.01;0.00;28.37;0.00;-6.77
509.00;-38.03;-6.75;0.01;0.00;62.34;0.00;11.32;0.02;1.00;3.15;0.05;38.03;38.03;6.75;0.01;0.00;38.03;0.00;-11.32
510.00;-17.71;-5.74;0.01;0.00;29.02;0.00;2.68;0.01;0.48;1.47;0.05;17.71;17.71;5.74;0.01;0.00;17.70;0.00;-2.68
511.00;-17.99;-5.21;0.01;0.00;29.48;0.00;3.33;0.01;0.48;1.49;0.05;17.99;17.99;5.21;0.01;0.00;17.98;0.00;-3.33
512.00;-24.68;-5.09;0.01;0.00;40.43;0.00;6.63;0.01;0.65;2.04;0.05;24.68;24.68;5.09;0.01;0.00;24.66;0.00;-6.63
513.00;-15.47;-5.62;0.03;0.00;25.32;0.00;1.73;0.01;0.42;1.28;0.05;15.47;15.47;5.62;0.02;0.00;15.44;0.00;-1.73
514.00;-11.97;-6.66;0.00;0.00;19.63;0.96;0.00;0.00;0.35;1.11;0.05;11.97;11.97;6.66;0.00;0.00;11.97;0.96;-0.00
515.00;-11.52;-6.73;0.00;0.00;18.88;1.26;0.00;0.00;0.34;1.10;0.05;11.52;11.52;6.73;0.00;0.00;11.52;1.26;-0.00
516.00;-8.39;-7.27;0.00;0.00;13.75;3.29;0.00;0.00;0.28;1.08;0.05;8.39;8.39;7.27;0.00;0.00;8.39;3.29;-0.00
517.00;-8.52;-7.12;0.00;0.00;13.97;3.07;0.00;0.00;0.28;1.07;0.05;8.52;8.52;7.12;0.00;0.00;8.52;3.07;-0.00
518.00;-11.80;-6.36;0.00;0.00;19.35;0.75;0.00;0.00;0.34;1.07;0.05;11.80;11.80;6.36;0.00;0.00;11.80;0.75;-0.00
519.00;-12.39;-7.50;0.00;0.00;20.32;1.61;0.00;0.00;0.37;1.22;0.05;12.39;12.39;7.50;0.00;0.00;12.39;1.61;-0.00
520.00;-13.79;-6.71;0.00;0.00;22.60;0.16;0.00;0.00;0.39;1.16;0.05;13.79;13.79;6.71;0.00;0.00;13.79;0.16;-0.00
521.00;-12.20;-6.90;0.00;0.00;20.00;1.10;0.00;0.00;0.36;1.14;0.05;12.20;12.20;6.90;0.00;0.00;12.20;1.10;-0.00
522.00;-9.15;-6.08;0.00;0.00;15.00;1.73;0.00;0.00;0.28;0.96;0.05;9.15;9.15;6.08;0.00;0.00;9.15;1.73;-0.00
523.00;-10.73;-3.90;0.00;0.00;17.58;0.00;1.20;0.00;0.29;0.89;0.05;10.73;10.73;3.90;0.00;0.00;10.73;0.00;-1.20
524.00;-14.01;-3.98;0.00;0.00;22.97;0.00;2.68;0.00;0.38;1.16;0.05;14.01;14.01;3.98;0.00;0.00;14.01;0.00;-2.68
525.00;-18.54;-4.23;0.00;0.00;30.40;0.00;4.58;0.00;0.46;1.54;0.11;18.54;18.54;4.23;0.00;0.00;18.54;0.00;-4.58
526.00;-14.15;-4.23;0.00;0.00;23.20;0.00;2.49;0.00;0.34;1.17;0.18;14.15;14.15;4.23;0.00;0.00;14.15;0.00;-2.49
527.00;-10.04;-4.72;0.00;0.00;16.46;0.00;0.06;0.00;0.28;0.83;0.24;10.04;10.04;4.72;0.00;0.00;10.04;0.00;-0.06
528.00;-9.74;-5.71;0.00;2.27;19.68;0.00;0.00;0.00;0.34;0.99;0.30;9.74;9.74;5.71;0.00;2.04;12.01;0.00;-0.00
529.00;-8.15;-6.50;0.00;5.53;22.42;0.00;0.00;0.51;0.38;1.13;0.30;8.15;8.15;6.50;0.00;4.97;13.68;0.00;-0.00
530.00;-7.94;-7.62;0.00;8.09;26.28;0.00;0.00;1.75;0.45;1.33;0.30;7.94;7.94;7.62;0.00;7.28;16.03;0.00;-0.00
531.00;-8.67;-8.86;0.00;9.97;30.54;0.00;0.00;3.58;0.52;1.54;0.30;8.67;8.67;8.86;0.00;8.97;18.63;0.00;-0.00
532.00;-9.23;-8.71;0.00;9.09;30.03;0.00;0.00;5.82;0.51;1.52;0.30;9.23;9.23;8.71;0.00;8.18;18.32;0.00;-0.00
533.00;-9.14;-6.60;0.00;4.75;22.77;0.00;0.00;7.86;0.39;1.15;0.30;9.14;9.14;6.60;0.00;4.27;13.89;0.00;-0.00
534.00;-9.54;-5.13;0.00;1.25;17.69;0.00;0.00;8.93;0.30;0.89;0.30;9.54;9.54;5.13;0.00;1.12;10.79;0.00;-0.00
535.00;-8.97;-4.75;0.00;1.03;16.39;0.00;0.00;9.21;0.28;0.83;0.30;8.97;8.97;4.75;0.00;0.92;10.00;0.00;-0.00
536.00;-19.39;-4.07;5.74;0.00;22.37;0.00;2.41;9.44;0.29;1.13;0.30;19.39;19.39;4.07;5.17;0.00;13.64;0.00;-2.41
537.00;-29.85;-3.89;12.43;0.00;28.55;0.00;4.39;7.85;0.32;1.44;0.30;29.85;29.85;3.89;11.19;0.00;17.42;0.00;-4.39
538.00;-22.19;-4.64;5.03;0.00;28.13;0.00;3.52;4.39;0.35;1.42;0.30;22.19;22.19;4.64;4.53;0.00;17.16;0.00;-3.52
539.00;-17.53;-5.23;1.26;0.00;26.68;0.00;2.51;2.99;0.36;1.35;0.30;17.53;17.53;5.23;1.13;0.00;16.27;0.00;-2.51
540.00;-16.40;-4.54;0.89;0.00;25.42;0.00;2.83;2.65;0.33;1.28;0.30;16.40;16.40;4.54;0.80;0.00;15.51;0.00;-2.83
541.00;-12.60;-3.30;1.02;0.00;19.00;0.00;2.21;2.40;0.24;0.96;0.30;12.60;12.60;3.30;0.91;0.00;11.59;0.00;-2.21
542.00;-18.98;-3.53;1.60;0.00;28.50;0.00;4.74;2.12;0.31;1.44;0.30;18.98;18.98;3.53;1.44;0.00;17.39;0.00;-4.74
543.00;-18.17;-3.51;1.07;0.00;28.03;0.00;4.62;1.67;0.31;1.42;0.30;18.17;18.17;3.51;0.96;0.00;17.10;0.00;-4.62
544.00;-11.88;-4.42;0.60;0.00;18.49;0.00;0.95;1.38;0.28;0.93;0.30;11.88;11.88;4.42;0.54;0.00;11.28;0.00;-0.95
545.00;-16.50;-5.97;1.23;0.00;25.02;0.00;1.29;1.21;0.38;1.26;0.30;16.50;16.50;5.97;1.11;0.00;15.26;0.00;-1.29
546.00;-18.87;-6.41;3.12;0.00;25.83;0.00;1.08;0.87;0.40;1.30;0.30;18.87;18.87;6.41;2.81;0.00;15.75;0.00;-1.08
547.00;-11.38;-7.83;0.00;5.09;27.00;0.00;0.00;0.00;0.46;1.36;0.30;11.38;11.38;7.83;0.00;4.58;16.47;0.00;-0.00
548.00;-16.94;-10.40;0.00;4.95;35.87;0.00;0.00;1.15;0.61;1.81;0.30;16.94;16.94;10.40;0.00;4.45;21.88;0.00;-0.00
549.00;-22.45;-11.28;0.00;1.27;38.89;0.00;0.00;2.26;0.67;1.96;0.30;22.45;22.45;11.28;0.00;1.15;23.72;0.00;-0.00
550.00;-15.54;-9.30;0.00;4.01;32.05;0.00;0.00;2.54;0.55;1.62;0.30;15.54;15.54;9.30;0.00;3.61;19.55;0.00;-0.00
551.00;-8.43;-7.31;0.00;6.95;25.21;0.00;0.00;3.45;0.43;1.27;0.30;8.43;8.43;7.31;0.00;6.26;15.38;0.00;-0.00
552.00;-9.77;-7.90;0.00;6.84;27.24;0.00;0.00;5.01;0.47;1.38;0.30;9.77;9.77;7.90;0.00;6.16;16.62;0.00;-0.00
553.00;-14.81;-8.20;0.00;2.44;28.28;0.00;0.00;6.55;0.48;1.43;0.30;14.81;14.81;8.20;0.00;2.20;17.25;0.00;-0.00
554.00;-17.64;-6.75;3.43;0.00;23.29;0.00;0.00;7.10;0.40;1.18;0.30;17.64;17.64;6.75;3.09;0.00;14.21;0.00;-0.00
555.00;-16.91;-5.70;4.92;0.00;19.67;0.00;0.00;6.15;0.34;0.99;0.30;16.91;16.91;5.70;4.43;0.00;12.00;0.00;-0.00
556.00;-12.28;-5.30;1.13;0.00;18.29;0.00;0.00;4.78;0.31;0.92;0.30;12.28;12.28;5.30;1.01;0.00;11.16;0.00;-0.00
557.00;-11.07;-6.92;0.00;3.48;23.86;0.00;0.00;4.47;0.41;1.20;0.30;11.07;11.07;6.92;0.00;3.14;14.55;0.00;-0.00
558.00;-9.25;-7.41;0.00;6.35;25.57;0.00;0.00;5.25;0.44;1.29;0.30;9.25;9.25;7.41;0.00;5.71;15.59;0.00;-0.00
559.00;-17.60;-8.53;0.00;0.35;29.42;0.00;0.00;6.68;0.50;1.49;0.30;17.60;17.60;8.53;0.00;0.31;17.95;0.00;-0.00
560.00;-25.83;-10.03;4.74;0.00;34.57;0.00;0.00;6.76;0.59;1.75;0.30;25.83;25.83;10.03;4.26;0.00;21.09;0.00;-0.00
561.00;-18.72;-8.59;0.65;0.00;29.62;0.00;0.00;5.44;0.51;1.50;0.30;18.72;18.72;8.59;0.59;0.00;18.07;0.00;-0.00
562.00;-12.00;-6.95;0.00;2.62;23.96;0.00;0.00;5.26;0.41;1.21;0.30;12.00;12.00;6.95;0.00;2.36;14.62;0.00;-0.00
563.00;-9.03;-7.12;0.00;5.94;24.54;0.00;0.00;5.85;0.42;1.24;0.30;9.03;9.03;7.12;0.00;5.34;14.97;0.00;-0.00
564.00;-7.51;-7.37;0.00;7.98;25.40;0.00;0.00;7.19;0.44;1.28;0.30;7.51;7.51;7.37;0.00;7.18;15.49;0.00;-0.00
565.00;-7.79;-6.93;0.00;6.78;23.88;0.00;0.00;8.98;0.41;1.21;0.30;7.79;7.79;6.93;0.00;6.10;14.57;0.00;-0.00
566.00;-8.39;-7.43;0.00;7.24;25.62;0.00;0.00;10.51;0.44;1.29;0.30;8.39;8.39;7.43;0.00;6.51;15.63;0.00;-0.00
567.00;-8.64;-7.06;0.00;6.21;24.35;0.00;0.00;12.14;0.42;1.23;0.30;8.64;8.64;7.06;0.00;5.59;14.86;0.00;-0.00
568.00;-7.77;-5.36;0.00;3.49;18.47;0.00;0.00;13.53;0.32;0.93;0.30;7.77;7.77;5.36;0.00;3.15;11.27;0.00;-0.00
569.00;-7.77;-4.88;0.00;2.50;16.84;0.00;0.00;14.32;0.29;0.85;0.30;7.77;7.77;4.88;0.00;2.25;10.27;0.00;-0.00
570.00;-8.23;-5.38;0.00;3.08;18.54;0.00;0.00;14.88;0.32;0.94;0.30;8.23;8.23;5.38;0.00;2.77;11.31;0.00;-0.00
571.00;-8.57;-5.39;0.00;2.78;18.60;0.00;0.00;15.58;0.32;0.94;0.30;8.57;8.57;5.39;0.00;2.50;11.35;0.00;-0.00
572.00;-10.04;-5.08;0.00;0.64;17.52;0.00;0.00;16.20;0.30;0.88;0.30;10.04;10.04;5.08;0.00;0.58;10.68;0.00;-0.00
573.00;-8.12;-5.15;0.00;2.71;17.75;0.00;0.00;16.34;0.30;0.90;0.24;8.12;8.12;5.15;0.00;2.43;10.82;0.00;-0.00
574.00;-8.62;-4.79;8.62;0.00;0.00;4.79;0.00;16.95;0.21;0.57;0.18;8.62;8.62;4.79;7.76;0.00;0.00;4.79;-0.00
575.00;-8.47;-3.99;8.48;0.00;0.00;3.99;0.00;14.56;0.11;0.47;0.11;8.47;8.47;3.99;7.63;0.00;0.00;3.99;-0.00
576.00;-9.48;-2.93;9.48;0.00;0.00;2.93;0.00;12.20;0.04;0.35;0.05;9.48;9.48;2.93;8.53;0.00;0.00;2.93;-0.00
577.00;-8.02;-2.88;8.02;0.00;0.00;2.88;0.00;9.57;0.04;0.34;0.05;8.02;8.02;2.88;7.22;0.00;0.00;2.88;-0.00
578.00;-5.46;-2.88;5.46;0.00;0.00;2.88;0.00;7.34;0.04;0.34;0.05;5.46;5.46;2.88;4.91;0.00;0.00;2.88;-0.00
579.00;-4.29;-3.51;3.49;0.00;1.31;3.13;0.00;5.83;0.06;0.44;0.05;4.29;4.29;3.51;3.15;0.00;0.80;3.13;-0.00
580.00;-9.31;-4.10;7.81;0.00;2.44;3.39;0.00;4.86;0.08;0.53;0.05;9.31;9.31;4.10;7.03;0.00;1.49;3.39;-0.00
581.00;-7.34;-3.91;4.45;0.00;4.73;2.54;0.00;2.69;0.11;0.54;0.05;7.34;7.34;3.91;4.01;0.00;2.89;2.54;-0.00
582.00;-3.26;-3.46;0.88;0.00;3.89;2.33;0.00;1.45;0.10;0.47;0.05;3.26;3.26;3.46;0.79;0.00;2.37;2.33;-0.00
583.00;-1.75;-3.10;0.37;0.00;2.26;2.44;0.00;1.20;0.07;0.40;0.05;1.75;1.75;3.10;0.33;0.00;1.38;2.44;-0.00
584.00;-3.25;-3.12;0.43;0.00;4.63;1.77;0.00;1.10;0.10;0.44;0.05;3.25;3.25;3.12;0.39;0.00;2.82;1.77;-0.00
585.00;-3.70;-3.06;0.21;0.00;5.73;1.40;0.00;0.98;0.12;0.45;0.05;3.70;3.70;3.06;0.18;0.00;3.49;1.40;-0.00
586.00;-3.24;-2.55;0.00;0.00;5.31;1.00;0.00;0.92;0.10;0.39;0.05;3.24;3.24;2.55;0.00;0.00;3.24;1.00;-0.00
587.00;-4.83;-2.25;0.05;0.00;7.83;0.00;0.02;0.92;0.13;0.40;0.05;4.83;4.83;2.25;0.05;0.00;4.78;0.00;-0.02
588.00;-6.86;-2.30;1.50;0.00;8.78;0.00;0.24;0.91;0.15;0.44;0.05;6.86;6.86;2.30;1.35;0.00;5.35;0.00;-0.24
589.00;-6.99;-2.34;1.46;0.00;9.07;0.00;0.29;0.49;0.15;0.46;0.05;6.99;6.99;2.34;1.31;0.00;5.53;0.00;-0.29
590.00;-5.01;-2.34;0.02;0.00;8.17;0.00;0.03;0.09;0.14;0.41;0.05;5.01;5.01;2.34;0.02;0.00;4.98;0.00;-0.03
591.00;-3.59;-2.44;0.00;0.00;5.88;0.73;0.00;0.08;0.11;0.38;0.05;3.59;3.59;2.44;0.00;0.00;3.59;0.73;-0.00
592.00;-5.51;-2.47;0.03;0.00;8.99;0.00;0.13;0.08;0.15;0.45;0.05;5.51;5.51;2.47;0.02;0.00;5.49;0.00;-0.13
593.00;-6.95;-2.43;0.03;0.00;11.34;0.00;0.86;0.07;0.19;0.57;0.05;6.95;6.95;2.43;0.02;0.00;6.92;0.00;-0.86
594.00;-7.10;-2.53;0.03;0.00;11.59;0.00;0.83;0.07;0.19;0.59;0.05;7.10;7.10;2.53;0.02;0.00;7.07;0.00;-0.83
595.00;-8.80;-2.61;0.02;0.00;14.38;0.00;1.56;0.06;0.24;0.73;0.05;8.80;8.80;2.61;0.02;0.00;8.77;0.00;-1.56
596.00;-12.73;-2.51;0.03;0.00;20.83;0.00;3.53;0.05;0.33;1.05;0.05;12.73;12.73;2.51;0.03;0.00;12.71;0.00;-3.53
597.00;-12.78;-2.48;0.02;0.00;20.92;0.00;3.59;0.04;0.34;1.06;0.05;12.78;12.78;2.48;0.02;0.00;12.76;0.00;-3.59
598.00;-6.53;-2.72;0.02;0.00;10.68;0.00;0.38;0.04;0.18;0.54;0.05;6.53;6.53;2.72;0.02;0.00;6.51;0.00;-0.38
599.00;-3.75;-3.03;0.00;0.00;6.14;1.25;0.00;0.03;0.12;0.46;0.05;3.75;3.75;3.03;0.00;0.00;3.75;1.25;-0.00
600.00;-10.45;-3.34;0.02;0.00;17.10;0.00;1.62;0.03;0.28;0.86;0.05;10.45;10.45;3.34;0.02;0.00;10.43;0.00;-1.62
601.00;-24.44;-3.80;0.02;0.00;40.05;0.00;7.81;0.03;0.64;2.02;0.05;24.44;24.44;3.80;0.01;0.00;24.43;0.00;-7.81
602.00;-19.56;-4.30;0.01;0.00;32.04;0.00;4.99;0.02;0.52;1.62;0.05;19.56;19.56;4.30;0.01;0.00;19.54;0.00;-4.99
603.00;-8.34;-5.23;0.00;0.00;13.68;1.26;0.00;0.02;0.25;0.84;0.05;8.34;8.34;5.23;0.00;0.00;8.34;1.26;-0.00
604.00;-28.38;-6.72;0.01;0.00;46.51;0.00;6.77;0.02;0.75;2.35;0.05;28.38;28.38;6.72;0.01;0.00;28.37;0.00;-6.77
605.00;-38.03;-6.75;0.01;0.00;62.34;0.00;11.32;0.02;1.00;3.15;0.05;38.03;38.03;6.75;0.01;0.00;38.03;0.00;-11.32
606.00;-17.71;-5.74;0.01;0.00;29.02;0.00;2.68;0.01;0.48;1.47;0.05;17.71;17.71;5.74;0.01;0.00;17.70;0.00;-2.68
607.00;-17.99;-5.21;0.01;0.00;29.48;0.00;3.33;0.01;0.48;1.49;0.05;17.99;17.99;5.21;0.01;0.00;17.98;0.00;-3.33
608.00;-24.68;-5.09;0.01;0.00;40.43;0.00;6.63;0.01;0.65;2.04;0.05;24.68;24.68;5.09;0.01;0.00;24.66;0.00;-6.63
609.00;-15.47;-5.62;0.03;0.00;25.32;0.00;1.73;0.01;0.42;1.28;0.05;15.47;15.47;5.62;0.02;0.00;15.44;0.00;-1.73
610.00;-11.97;-6.66;0.00;0.00;19.63;0.96;0.00;0.00;0.35;1.11;0.05;11.97;11.97;6.66;0.00;0.00;11.97;0.96;-0.00
611.00;-11.52;-6.73;0.00;0.00;18.88;1.26;0.00;0.00;0.34;1.10;0.05;11.52;11.52;6.73;0.00;0.00;11.52;1.26;-0.00
612.00;-8.39;-7.27;0.00;0.00;13.75;3.29;0.00;0.00;0.28;1.08;0.05;8.39;8.39;7.27;0.00;0.00;8.39;3.29;-0.00
613.00;-8.52;-7.12;0.00;0.00;13.97;3.07;0.00;0.00;0.28;1.07;0.05;8.52;8.52;7.12;0.00;0.00;8.52;3.07;-0.00
614.00;-11.80;-6.36;0.00;0.00;19.35;0.75;0.00;0.00;0.34;1.07;0.05;11.80;11.80;6.36;0.00;0.00;11.80;0.75;-0.00
615.00;-12.39;-7.50;0.00;0.00;20.32;1.61;0.00;0.00;0.37;1.22;0.05;12.39;12.39;7.50;0.00;0.00;12.39;1.61;-0.00
616.00;-13.79;-6.71;0.00;0.00;22.60;0.16;0.00;0.00;0.39;1.16;0.05;13.79;13.79;6.71;0.00;0.00;13.79;0.16;-0.00
617.00;-12.20;-6.90;0.00;0.00;20.00;1.10;0.00;0.00;0.36;1.14;0.05;12.20;12.20;6.90;0.00;0.00;12.20;1.10;-0.00
618.00;-9.15;-6.08;0.00;0.00;15.00;1.73;0.00;0.00;0.28;0.96;0.05;9.15;9.15;6.08;0.00;0.00;9.15;1.73;-0.00
619.00;-10.73;-3.90;0.00;0.00;17.58;0.00;1.20;0.00;0.29;0.89;0.05;10.73;10.73;3.90;0.00;0.00;10.73;0.00;-1.20
620.00;-14.01;-3.98;0.00;0.00;22.97;0.00;2.68;0.00;0.38;1.16;0.05;14.01;14.01;3.98;0.00;0.00;14.01;0.00;-2.68
621.00;-18.54;-4.23;0.00;0.00;30.40;0.00;4.58;0.00;0.46;1.54;0.11;18.54;18.54;4.23;0.00;0.00;18.54;0.00;-4.58
622.00;-14.15;-4.23;0.00;0.00;23.20;0.00;2.49;0.00;0.34;1.17;0.18;14.15;14.15;4.23;0.00;0.00;14.15;0.00;-2.49
623.00;-10.04;-4.72;0.00;0.00;16.46;0.00;0.06;0.00;0.28;0.83;0.24;10.04;10.04;4.72;0.00;0.00;10.04;0.00;-0.06
624.00;-9.74;-5.71;0.00;2.27;19.68;0.00;0.00;0.00;0.34;0.99;0.30;9.74;9.74;5.71;0.00;2.04;12.01;0.00;-0.00
625.00;-8.15;-6.50;0.00;5.53;22.42;0.00;0.00;0.51;0.38;1.13;0.30;8.15;8.15;6.50;0.00;4.97;13.68;0.00;-0.00
626.00;-7.94;-7.62;0.00;8.09;26.28;0.00;0.00;1.75;0.45;1.33;0.30;7.94;7.94;7.62;0.00;7.28;16.03;0.00;-0.00
627.00;-8.67;-8.86;0.00;9.97;30.54;0.00;0.00;3.58;0.52;1.54;0.30;8.67;8.67;8.86;0.00;8.97;18.63;0.00;-0.00
628.00;-9.23;-8.71;0.00;9.09;30.03;0.00;0.00;5.82;0.51;1.52;0.30;9.23;9.23;8.71;0.00;8.18;18.32;0.00;-0.00
629.00;-9.14;-6.60;0.00;4.75;22.77;0.00;0.00;7.86;0.39;1.15;0.30;9.14;9.14;6.60;0.00;4.27;13.89;0.00;-0.00
630.00;-9.54;-5.13;0.00;1.25;17.69;0.00;0.00;8.93;0.30;0.89;0.30;9.54;9.54;5.13;0.00;1.12;10.79;0.00;-0.00
631.00;-8.97;-4.75;0.00;1.03;16.39;0.00;0.00;9.21;0.28;0.83;0.30;8.97;8.97;4.75;0.00;0.92;10.00;0.00;-0.00
632.00;-19.39;-4.07;5.74;0.00;22.37;0.00;2.41;9.44;0.29;1.13;0.30;19.39;19.39;4.07;5.17;0.00;13.64;0.00;-2.41
633.00;-29.85;-3.89;12.43;0.00;28.55;0.00;4.39;7.85;0.32;1.44;0.30;29.85;29.85;3.89;11.19;0.00;17.42;0.00;-4.39
634.00;-22.19;-4.64;5.03;0.00;28.13;0.00;3.52;4.39;0.35;1.42;0.30;22.19;22.19;4.64;4.53;0.00;17.16;0.00;-3.52
635.00;-17.53;-5.23;1.26;0.00;26.68;0.00;2.51;2.99;0.36;1.35;0.30;17.53;17.53;5.23;1.13;0.00;16.27;0.00;-2.51
636.00;-16.40;-4.54;0.89;0.00;25.42;0.00;2.83;2.65;0.33;1.28;0.30;16.40;16.40;4.54;0.80;0.00;15.51;0.00;-2.83
637.00;-12.60;-3.30;1.02;0.00;19.00;0.00;2.21;2.40;0.24;0.96;0.30;12.60;12.60;3.30;0.91;0.00;11.59;0.00;-2.21
638.00;-18.98;-3.53;1.60;0.00;28.50;0.00;4.74;2.12;0.31;1.44;0.30;18.98;18.98;3.53;1.44;0.00;17.39;0.00;-4.74
639.00;-18.17;-3.51;1.07;0.00;28.03;0.00;4.62;1.67;0.31;1.42;0.30;18.17;18.17;3.51;0.96;0.00;17.10;0.00;-4.62
640.00;-11.88;-4.42;0.60;0.00;18.49;0.00;0.95;1.38;0.28;0.93;0.30;11.88;11.88;4.42;0.54;0.00;11.28;0.00;-0.95
641.00;-16.50;-5.97;1.23;0.00;25.02;0.00;1.29;1.21;0.38;1.26;0.30;16.50;16.50;5.97;1.11;0.00;15.26;0.00;-1.29
642.00;-18.87;-6.41;3.12;0.00;25.83;0.00;1.08;0.87;0.40;1.30;0.30;18.87;18.87;6.41;2.81;0.00;15.75;0.00;-1.08
643.00;-11.38;-7.83;0.00;5.09;27.00;0.00;0.00;0.00;0.46;1.36;0.30;11.38;11.38;7.83;0.00;4.58;16.47;0.00;-0.00
644.00;-16.94;-10.40;0.00;4.95;35.87;0.00;0.00;1.15;0.61;1.81;0.30;16.94;16.94;10.40;0.00;4.45;21.88;0.00;-0.00
645.00;-22.45;-11.28;0.00;1.27;38.89;0.00;0.00;2.26;0.67;1.96;0.30;22.45;22.45;11.28;0.00;1.15;23.72;0.00;-0.00
646.00;-15.54;-9.30;0.00;4.01;32.05;0.00;0.00;2.54;0.55;1.62;0.30;15.54;15.54;9.30;0.00;3.61;19.55;0.00;-0.00
647.00;-8.43;-7.31;0.00;6.95;25.21;0.00;0.00;3.45;0.43;1.27;0.30;8.43;8.43;7.31;0.00;6.26;15.38;0.00;-0.00
648.00;-9.77;-7.90;0.00;6.84;27.24;0.00;0.00;5.01;0.47;1.38;0.30;9.77;9.77;7.90;0.00;6.16;16.62;0.00;-0.00
649.00;-14.81;-8.20;0.00;2.44;28.28;0.00;0.00;6.55;0.48;1.43;0.30;14.81;14.81;8.20;0.00;2.20;17.25;0.00;-0.00
650.00;-17.64;-6.75;3.43;0.00;23.29;0.00;0.00;7.10;0.40;1.18;0.30;17.64;17.64;6.75;3.09;0.00;14.21;0.00;-0.00
651.00;-16.91;-5.70;4.92;0.00;19.67;0.00;0.00;6.15;0.34;0.99;0.30;16.91;16.91;5.70;4.43;0.00;12.00;0.00;-0.00
652.00;-12.28;-5.30;1.13;0.00;18.29;0.00;0.00;4.78;0.31;0.92;0.30;12.28;12.28;5.30;1.01;0.00;11.16;0.00;-0.00
653.00;-11.07;-6.92;0.00;3.48;23.86;0.00;0.00;4.47;0.41;1.20;0.30;11.07;11.07;6.92;0.00;3.14;14.55;0.00;-0.00
654.00;-9.25;-7.41;0.00;6.35;25.57;0.00;0.00;5.25;0.44;1.29;0.30;9.25;9.25;7.41;0.00;5.71;15.59;0.00;-0.00
655.00;-17.60;-8.53;0.00;0.35;29.42;0.00;0.00;6.68;0.50;1.49;0.30;17.60;17.60;8.53;0.00;0.31;17.95;0.00;-0.00
