timeStep;demandHeat;demandElectricity;PV3;GasBoiler3;ThermalStorage3Discharge;ThermalStorage3Charge;HeatPump3;ElecBuy;ElecSell;ThermalStorage3SOC;Cost;CO2;Price;positiveDemandHeat;positiveDemandHeatTotal;positiveDemandElectricity;plusPV3;plusGasBoiler3;plusThermalStorage3Discharge;plusThermalStorage3Charge;plusHeatPump3;plusElecBuy;plusElecSell
260.00;-11.18;-5.02;4.22;15.57;0.00;4.07;0.00;0.80;0.00;1.16;0.29;0.88;0.30;11.18;11.18;5.02;4.22;15.26;0.00;3.67;0.00;0.80;-0.00
261.00;-18.62;-5.25;2.71;19.46;0.00;0.46;0.00;2.54;0.00;2.08;0.48;1.28;0.30;18.62;18.62;5.25;2.71;19.07;0.00;0.41;0.00;2.54;-0.00
262.00;-27.14;-5.67;0.84;20.00;7.54;0.00;0.00;4.83;0.00;2.18;0.66;1.58;0.30;27.14;27.14;5.67;0.84;19.60;6.79;0.00;0.00;4.83;-0.00
263.00;-19.91;-6.05;1.91;20.00;0.31;0.00;0.00;4.14;0.00;0.09;0.61;1.50;0.30;19.91;19.91;6.05;1.91;19.60;0.28;0.00;0.00;4.14;-0.00
264.00;-15.12;-6.77;1.93;20.00;0.00;4.48;0.00;4.84;0.00;0.00;0.66;1.58;0.30;15.12;15.12;6.77;1.93;19.60;0.00;4.04;0.00;4.84;-0.00
265.00;-14.23;-5.83;2.20;20.00;0.00;5.37;0.00;3.64;0.00;1.01;0.57;1.44;0.30;14.23;14.23;5.83;2.20;19.60;0.00;4.83;0.00;3.64;-0.00
266.00;-19.32;-6.14;2.78;20.00;0.00;0.28;0.00;3.37;0.00;2.22;0.55;1.41;0.30;19.32;19.32;6.14;2.78;19.60;0.00;0.25;0.00;3.37;-0.00
267.00;-29.87;-8.75;2.73;20.00;4.27;0.00;2.40;8.42;0.00;2.28;0.93;2.01;0.30;29.87;29.87;8.75;2.73;19.60;3.84;0.00;6.00;8.42;-0.00
268.00;-24.60;-9.99;1.66;20.00;2.09;0.00;1.17;9.50;0.00;1.09;1.01;2.14;0.30;24.60;24.60;9.99;1.66;19.60;1.88;0.00;2.92;9.50;-0.00
269.00;-22.77;-11.26;1.39;20.00;1.41;0.00;0.70;10.58;0.00;0.51;1.09;2.26;0.30;22.77;22.77;11.26;1.39;19.60;1.27;0.00;1.76;10.58;-0.00
270.00;-20.10;-9.65;1.50;20.00;0.07;0.00;0.17;8.32;0.00;0.12;0.92;2.00;0.30;20.10;20.10;9.65;1.50;19.60;0.06;0.00;0.43;8.32;-0.00
271.00;-13.96;-7.40;1.22;20.00;0.00;5.64;0.00;6.18;0.00;0.10;0.76;1.74;0.30;13.96;13.96;7.40;1.22;19.60;0.00;5.07;0.00;6.18;-0.00
272.00;-24.67;-7.44;0.92;20.00;0.73;0.00;1.74;8.25;0.00;1.37;0.91;1.99;0.30;24.67;24.67;7.44;0.92;19.60;0.66;0.00;4.35;8.25;-0.00
273.00;-28.28;-8.41;0.73;20.00;0.92;0.00;3.10;10.79;0.00;1.17;1.10;2.29;0.30;28.28;28.28;8.41;0.73;19.60;0.83;0.00;7.76;10.79;-0.00
274.00;-20.65;-7.75;0.46;20.00;0.23;0.00;0.33;7.62;0.00;0.91;0.87;1.91;0.30;20.65;20.65;7.75;0.46;19.60;0.21;0.00;0.82;7.62;-0.00
275.00;-26.28;-8.05;0.20;20.00;1.45;0.00;2.09;9.94;0.00;0.85;1.04;2.19;0.30;26.28;26.28;8.05;0.20;19.60;1.31;0.00;5.23;9.94;-0.00
276.00;-23.40;-7.79;0.01;20.00;0.52;0.00;1.31;9.10;0.00;0.44;0.98;2.09;0.30;23.40;23.40;7.79;0.01;19.60;0.46;0.00;3.28;9.10;-0.00
277.00;-14.04;-5.76;0.00;20.00;0.00;5.56;0.00;5.76;0.00;0.30;0.73;1.69;0.30;14.04;14.04;5.76;0.00;19.60;0.00;5.01;0.00;5.76;-0.00
278.00;-24.73;-5.01;0.00;20.00;1.73;0.00;1.36;6.37;0.00;1.55;0.77;1.77;0.30;24.73;24.73;5.01;0.00;19.60;1.56;0.00;3.40;6.37;-0.00
279.00;-27.27;-5.08;0.00;20.00;1.85;0.00;2.33;7.40;0.00;1.07;0.85;1.89;0.30;27.27;27.27;5.08;0.00;19.60;1.67;0.00;5.81;7.40;-0.00
280.00;-16.36;-5.00;0.00;20.00;0.00;3.24;0.00;5.00;0.00;0.56;0.67;1.60;0.30;16.36;16.36;5.00;0.00;19.60;0.00;2.91;0.00;5.00;-0.00
281.00;-18.30;-5.15;0.00;20.00;0.00;1.30;0.00;5.15;0.00;1.29;0.68;1.62;0.30;18.30;18.30;5.15;0.00;19.60;0.00;1.17;0.00;5.15;-0.00
282.00;-28.00;-5.41;0.00;20.00;5.02;0.00;1.35;6.76;0.00;1.58;0.80;1.81;0.30;28.00;28.00;5.41;0.00;19.60;4.52;0.00;3.38;6.76;-0.00
283.00;-20.89;-5.22;0.00;20.00;0.66;0.00;0.25;5.48;0.00;0.18;0.71;1.66;0.30;20.89;20.89;5.22;0.00;19.60;0.59;0.00;0.63;5.48;-0.00
284.00;-11.20;-5.12;0.00;15.27;0.00;3.76;0.00;5.12;0.00;0.00;0.61;1.38;0.30;11.20;11.20;5.12;0.00;14.96;0.00;3.38;0.00;5.12;-0.00
285.00;-22.65;-5.13;0.00;20.00;3.05;0.00;0.00;5.13;0.00;0.85;0.60;1.62;0.24;22.65;22.65;5.13;0.00;19.60;2.74;0.00;0.00;5.13;-0.00
286.00;-28.40;-5.16;0.00;20.00;0.00;0.00;3.52;8.68;0.00;0.00;0.68;2.04;0.18;28.40;28.40;5.16;0.00;19.60;0.00;0.00;8.80;8.68;-0.00
287.00;-18.84;-4.84;0.00;0.00;0.00;0.00;7.54;12.37;0.00;0.00;0.35;1.47;0.11;18.84;18.84;4.84;0.00;0.00;0.00;0.00;18.84;12.37;-0.00
288.00;-16.41;-4.40;0.00;0.00;0.00;0.00;6.57;10.97;0.00;0.00;0.14;1.30;0.05;16.41;16.41;4.40;0.00;0.00;0.00;0.00;16.41;10.97;-0.00
289.00;-18.91;-4.50;0.00;0.00;0.00;0.00;7.56;12.06;0.00;0.00;0.15;1.43;0.05;18.91;18.91;4.50;0.00;0.00;0.00;0.00;18.91;12.06;-0.00
290.00;-13.98;-4.97;0.00;0.00;0.00;0.00;5.59;10.56;0.00;0.00;0.13;1.25;0.05;13.98;13.98;4.97;0.00;0.00;0.00;0.00;13.98;10.56;-0.00
291.00;-13.00;-5.38;0.00;0.00;0.00;0.00;5.20;10.58;0.00;0.00;0.13;1.25;0.05;13.00;13.00;5.38;0.00;0.00;0.00;0.00;13.00;10.58;-0.00
292.00;-18.62;-5.38;0.00;0.00;0.00;0.00;7.45;12.83;0.00;0.00;0.16;1.52;0.05;18.62;18.62;5.38;0.00;0.00;0.00;0.00;18.62;12.83;-0.00
293.00;-24.30;-5.34;0.00;0.00;0.00;0.00;9.72;15.06;0.00;0.00;0.19;1.78;0.05;24.30;24.30;5.34;0.00;0.00;0.00;0.00;24.30;15.06;-0.00
294.00;-19.75;-5.03;0.00;0.00;0.00;0.00;7.90;12.93;0.00;0.00;0.16;1.53;0.05;19.75;19.75;5.03;0.00;0.00;0.00;0.00;19.75;12.93;-0.00
295.00;-13.70;-4.88;0.00;0.00;0.00;0.00;5.48;10.36;0.00;0.00;0.13;1.23;0.05;13.70;13.70;4.88;0.00;0.00;0.00;0.00;13.70;10.36;-0.00
296.00;-16.65;-4.78;0.00;0.00;0.00;0.00;6.66;11.44;0.00;0.00;0.14;1.36;0.05;16.65;16.65;4.78;0.00;0.00;0.00;0.00;16.65;11.44;-0.00
297.00;-23.41;-4.88;0.00;0.00;0.00;0.00;9.36;14.25;0.00;0.00;0.18;1.69;0.05;23.41;23.41;4.88;0.00;0.00;0.00;0.00;23.41;14.25;-0.00
298.00;-20.06;-4.84;0.00;0.00;0.00;0.34;8.16;13.00;0.00;0.00;0.16;1.54;0.05;20.06;20.06;4.84;0.00;0.00;0.00;0.31;20.40;13.00;-0.00
299.00;-13.28;-4.51;0.00;0.00;0.00;0.14;5.37;9.87;0.00;0.08;0.12;1.17;0.05;13.28;13.28;4.51;0.00;0.00;0.00;0.12;13.42;9.87;-0.00
300.00;-14.98;-4.47;0.00;0.00;0.00;0.10;6.03;10.50;0.00;0.11;0.13;1.24;0.05;14.98;14.98;4.47;0.00;0.00;0.00;0.09;15.08;10.50;-0.00
301.00;-25.47;-4.95;0.00;0.00;0.47;0.00;10.00;14.95;0.00;0.13;0.19;1.77;0.05;25.47;25.47;4.95;0.00;0.00;0.42;0.00;25.00;14.95;-0.00
302.00;-23.38;-5.09;0.00;0.00;0.00;0.00;9.35;14.44;0.00;0.00;0.18;1.71;0.05;23.38;23.38;5.09;0.00;0.00;0.00;0.00;23.38;14.44;-0.00
303.00;-17.07;-4.65;0.00;0.00;0.00;0.00;6.83;11.48;0.00;0.00;0.14;1.36;0.05;17.07;17.07;4.65;0.00;0.00;0.00;0.00;17.07;11.48;-0.00
304.00;-16.11;-4.44;0.00;0.00;0.00;0.00;6.45;10.89;0.00;0.00;0.14;1.29;0.05;16.11;16.11;4.44;0.00;0.00;0.00;0.00;16.11;10.89;-0.00
305.00;-16.32;-4.44;0.00;0.00;0.00;0.00;6.53;10.97;0.00;0.00;0.14;1.30;0.05;16.32;16.32;4.44;0.00;0.00;0.00;0.00;16.32;10.97;-0.00
306.00;-14.72;-4.43;0.00;0.00;0.00;0.00;5.89;10.32;0.00;0.00;0.13;1.22;0.05;14.72;14.72;4.43;0.00;0.00;0.00;0.00;14.72;10.32;-0.00
307.00;-17.87;-4.43;0.00;0.00;0.00;0.00;7.15;11.58;0.00;0.00;0.14;1.37;0.05;17.87;17.87;4.43;0.00;0.00;0.00;0.00;17.87;11.58;-0.00
308.00;-22.91;-4.43;0.00;0.00;0.00;0.00;9.17;13.59;0.00;0.00;0.17;1.61;0.05;22.91;22.91;4.43;0.00;0.00;0.00;0.00;22.91;13.59;-0.00
309.00;-20.03;-4.56;0.00;0.00;0.00;0.00;8.01;12.57;0.00;0.00;0.16;1.49;0.05;20.03;20.03;4.56;0.00;0.00;0.00;0.00;20.03;12.57;-0.00
310.00;-22.15;-4.63;0.00;0.00;0.00;0.00;8.86;13.49;0.00;0.00;0.17;1.60;0.05;22.15;22.15;4.63;0.00;0.00;0.00;0.00;22.15;13.49;-0.00
311.00;-17.58;-4.49;0.00;0.00;0.00;0.00;7.03;11.52;0.00;0.00;0.14;1.37;0.05;17.58;17.58;4.49;0.00;0.00;0.00;0.00;17.58;11.52;-0.00
312.00;-11.23;-4.61;0.05;0.00;0.00;0.79;4.81;9.37;0.00;0.00;0.12;1.11;0.05;11.23;11.23;4.61;0.05;0.00;0.00;0.71;12.02;9.37;-0.00
313.00;-11.70;-5.35;0.21;0.00;0.00;0.21;4.76;9.90;0.00;0.18;0.12;1.17;0.05;11.70;11.70;5.35;0.21;0.00;0.00;0.19;11.91;9.90;-0.00
314.00;-20.82;-5.75;0.47;0.00;0.00;0.39;8.49;13.76;0.00;0.22;0.17;1.63;0.05;20.82;20.82;5.75;0.47;0.00;0.00;0.35;21.21;13.76;-0.00
315.00;-26.13;-5.72;0.75;0.00;1.13;0.00;10.00;14.97;0.00;0.31;0.19;1.77;0.05;26.13;26.13;5.72;0.75;0.00;1.01;0.00;25.00;14.97;-0.00
316.00;-23.29;-5.85;1.02;0.00;0.00;0.00;9.32;14.14;0.00;0.00;0.18;1.68;0.05;23.29;23.29;5.85;1.02;0.00;0.00;0.00;23.29;14.14;-0.00
317.00;-17.66;-5.60;1.38;0.00;0.00;0.00;7.06;11.28;0.00;0.00;0.14;1.34;0.05;17.66;17.66;5.60;1.38;0.00;0.00;0.00;17.66;11.28;-0.00
318.00;-10.31;-5.25;2.19;0.00;0.00;0.00;4.12;7.19;0.00;0.00;0.09;0.85;0.05;10.31;10.31;5.25;2.19;0.00;0.00;0.00;10.31;7.19;-0.00
319.00;-20.12;-4.83;2.37;0.00;0.00;0.00;8.05;10.51;0.00;0.00;0.13;1.25;0.05;20.12;20.12;4.83;2.37;0.00;0.00;0.00;20.12;10.51;-0.00
320.00;-23.28;-4.60;2.43;0.00;0.00;0.00;9.31;11.49;0.00;0.00;0.14;1.36;0.05;23.28;23.28;4.60;2.43;0.00;0.00;0.00;23.28;11.49;-0.00
321.00;-19.34;-5.02;2.01;0.00;0.00;0.00;7.74;10.74;0.00;0.00;0.13;1.27;0.05;19.34;19.34;5.02;2.01;0.00;0.00;0.00;19.34;10.74;-0.00
322.00;-22.82;-5.49;1.80;0.00;0.00;0.00;9.13;12.82;0.00;0.00;0.16;1.52;0.05;22.82;22.82;5.49;1.80;0.00;0.00;0.00;22.82;12.82;-0.00
323.00;-22.59;-5.92;1.45;0.00;0.00;0.00;9.04;13.51;0.00;0.00;0.17;1.60;0.05;22.59;22.59;5.92;1.45;0.00;0.00;0.00;22.59;13.51;-0.00
324.00;-16.78;-5.88;1.57;0.00;0.00;0.00;6.71;11.02;0.00;0.00;0.14;1.31;0.05;16.78;16.78;5.88;1.57;0.00;0.00;0.00;16.78;11.02;-0.00
325.00;-10.70;-5.68;2.00;0.00;0.00;0.00;4.28;7.95;0.00;0.00;0.10;0.94;0.05;10.70;10.70;5.68;2.00;0.00;0.00;0.00;10.70;7.95;-0.00
326.00;-17.72;-5.62;2.53;0.00;0.00;0.00;7.09;10.18;0.00;0.00;0.13;1.21;0.05;17.72;17.72;5.62;2.53;0.00;0.00;0.00;17.72;10.18;-0.00
327.00;-21.35;-5.39;2.81;0.00;0.00;0.12;8.59;11.16;0.00;0.00;0.14;1.32;0.05;21.35;21.35;5.39;2.81;0.00;0.00;0.10;21.47;11.16;-0.00
328.00;-9.68;-5.62;2.75;0.00;0.00;0.04;3.89;6.76;0.00;0.03;0.08;0.80;0.05;9.68;9.68;5.62;2.75;0.00;0.00;0.03;9.71;6.76;-0.00
329.00;-16.72;-5.76;2.89;0.00;0.00;0.04;6.71;9.58;0.00;0.03;0.12;1.13;0.05;16.72;16.72;5.76;2.89;0.00;0.00;0.04;16.76;9.58;-0.00
330.00;-25.16;-4.95;2.37;0.00;0.16;0.00;10.00;12.58;0.00;0.04;0.16;1.49;0.05;25.16;25.16;4.95;2.37;0.00;0.14;0.00;25.00;12.58;-0.00
331.00;-21.79;-5.22;2.46;0.00;0.00;3.21;10.00;12.76;0.00;0.00;0.16;1.51;0.05;21.79;21.79;5.22;2.46;0.00;0.00;2.89;25.00;12.76;-0.00
332.00;-13.45;-6.76;2.32;0.00;0.00;11.55;10.00;14.43;0.00;0.72;0.18;1.71;0.05;13.45;13.45;6.76;2.32;0.00;0.00;10.39;25.00;14.43;-0.00
333.00;-9.39;-8.62;2.99;0.00;0.00;15.61;10.00;15.63;0.00;3.32;0.44;1.85;0.11;9.39;9.39;8.62;2.99;0.00;0.00;14.05;25.00;15.63;-0.00
334.00;-19.28;-10.56;4.46;15.98;3.62;0.00;0.00;6.10;0.00;6.83;0.50;1.53;0.18;19.28;19.28;10.56;4.46;15.66;3.26;0.00;0.00;6.10;-0.00
335.00;-19.84;-8.47;4.35;20.00;0.00;1.56;0.72;4.84;0.00;5.83;0.58;1.58;0.24;19.84;19.84;8.47;4.35;19.60;0.00;1.40;1.80;4.84;-0.00
336.00;-16.39;-5.66;5.42;20.00;0.00;3.21;0.00;0.24;0.00;6.18;0.31;1.04;0.30;16.39;16.39;5.66;5.42;19.60;0.00;2.89;0.00;0.24;-0.00
337.00;-28.89;-4.96;4.50;20.00;9.29;0.00;0.00;0.45;0.00;6.90;0.33;1.06;0.30;28.89;28.89;4.96;4.50;19.60;8.36;0.00;0.00;0.45;-0.00
338.00;-35.14;-5.42;4.10;20.00;15.54;0.00;0.00;1.32;0.00;4.32;0.39;1.17;0.30;35.14;35.14;5.42;4.10;19.60;13.99;0.00;0.00;1.32;-0.00
339.00;-19.21;-6.23;4.09;19.60;0.00;0.00;0.00;2.15;0.00;0.00;0.45;1.24;0.30;19.21;19.21;6.23;4.09;19.21;0.00;0.00;0.00;2.15;-0.00
340.00;-10.56;-6.99;5.84;14.40;0.00;3.55;0.00;1.15;0.00;0.00;0.30;0.86;0.30;10.56;10.56;6.99;5.84;14.11;0.00;3.19;0.00;1.15;-0.00
341.00;-11.72;-7.63;5.87;19.06;0.00;6.96;0.00;1.76;0.00;0.80;0.41;1.17;0.30;11.72;11.72;7.63;5.87;18.68;0.00;6.26;0.00;1.76;-0.00
342.00;-11.85;-8.91;5.63;18.92;0.00;6.69;0.00;3.28;0.00;2.36;0.53;1.34;0.30;11.85;11.85;8.91;5.63;18.54;0.00;6.02;0.00;3.28;-0.00
343.00;-24.72;-10.62;7.30;20.00;5.12;0.00;0.00;3.33;0.00;3.87;0.55;1.40;0.30;24.72;24.72;10.62;7.30;19.60;4.60;0.00;0.00;3.33;-0.00
344.00;-30.64;-9.98;10.87;20.00;8.81;0.00;0.89;0.00;0.00;2.45;0.30;1.01;0.30;30.64;30.64;9.98;10.87;19.60;7.93;0.00;2.23;0.00;-0.00
345.00;-20.46;-7.76;11.42;11.54;0.00;0.00;3.66;0.00;0.00;0.00;0.17;0.58;0.30;20.46;20.46;7.76;11.42;11.31;0.00;0.00;9.14;0.00;-0.00
346.00;-14.90;-7.33;13.30;0.00;0.00;0.00;5.96;0.00;0.02;0.00;-0.00;0.00;0.30;14.90;14.90;7.33;13.30;0.00;0.00;0.00;14.90;0.00;-0.02
347.00;-12.87;-7.18;15.93;0.00;0.00;0.00;5.15;0.00;3.60;0.00;-0.14;0.00;0.30;12.87;12.87;7.18;15.93;0.00;0.00;0.00;12.87;0.00;-3.60
348.00;-10.91;-5.42;17.30;0.00;0.00;0.00;4.36;0.00;7.52;0.00;-0.28;0.00;0.30;10.91;10.91;5.42;17.30;0.00;0.00;0.00;10.91;0.00;-7.52
349.00;-11.55;-5.84;18.11;0.00;0.00;0.00;4.62;0.00;7.66;0.00;-0.29;0.00;0.30;11.55;11.55;5.84;18.11;0.00;0.00;0.00;11.54;0.00;-7.66
350.00;-23.82;-8.51;16.12;4.90;0.00;0.00;7.61;0.00;0.00;0.00;0.07;0.25;0.30;23.82;23.82;8.51;16.12;4.81;0.00;0.00;19.01;0.00;-0.00
351.00;-27.12;-8.33;26.43;2.16;0.00;0.00;10.00;0.00;8.11;0.00;-0.27;0.11;0.30;27.12;27.12;8.33;26.43;2.12;0.00;0.00;25.00;0.00;-8.11
352.00;-17.27;-6.04;21.35;0.00;0.00;0.00;6.91;0.00;8.41;0.00;-0.32;0.00;0.30;17.27;17.27;6.04;21.35;0.00;0.00;0.00;17.27;0.00;-8.41
353.00;-12.23;-7.16;12.88;0.00;0.00;0.00;4.89;0.00;0.83;0.00;-0.03;0.00;0.30;12.23;12.23;7.16;12.88;0.00;0.00;0.00;12.23;0.00;-0.83
354.00;-12.78;-7.29;7.79;11.78;0.00;0.00;0.49;0.00;0.00;0.00;0.17;0.60;0.30;12.78;12.78;7.29;7.79;11.55;0.00;0.00;1.23;0.00;-0.00
355.00;-12.77;-5.29;5.99;16.53;0.00;5.17;0.70;0.00;0.00;0.00;0.24;0.83;0.30;12.77;12.77;5.29;5.99;16.20;0.00;4.65;1.74;0.00;-0.00
356.00;-11.18;-5.02;4.22;15.57;0.00;4.07;0.00;0.80;0.00;1.16;0.29;0.88;0.30;11.18;11.18;5.02;4.22;15.26;0.00;3.67;0.00;0.80;-0.00
357.00;-18.62;-5.25;2.71;19.46;0.00;0.46;0.00;2.54;0.00;2.08;0.48;1.28;0.30;18.62;18.62;5.25;2.71;19.07;0.00;0.41;0.00;2.54;-0.00
358.00;-27.14;-5.67;0.84;20.00;7.54;0.00;0.00;4.83;0.00;2.18;0.66;1.58;0.30;27.14;27.14;5.67;0.84;19.60;6.79;0.00;0.00;4.83;-0.00
359.00;-19.91;-6.05;1.91;20.00;0.31;0.00;0.00;4.14;0.00;0.09;0.61;1.50;0.30;19.91;19.91;6.05;1.91;19.60;0.28;0.00;0.00;4.14;-0.00
360.00;-15.12;-6.77;1.93;20.00;0.00;4.48;0.00;4.84;0.00;0.00;0.66;1.58;0.30;15.12;15.12;6.77;1.93;19.60;0.00;4.04;0.00;4.84;-0.00
361.00;-14.23;-5.83;2.20;20.00;0.00;5.37;0.00;3.64;0.00;1.01;0.57;1.44;0.30;14.23;14.23;5.83;2.20;19.60;0.00;4.83;0.00;3.64;-0.00
362.00;-19.32;-6.14;2.78;20.00;0.00;0.28;0.00;3.37;0.00;2.22;0.55;1.41;0.30;19.32;19.32;6.14;2.78;19.60;0.00;0.25;0.00;3.37;-0.00
363.00;-29.87;-8.75;2.73;20.00;4.27;0.00;2.40;8.42;0.00;2.28;0.93;2.01;0.30;29.87;29.87;8.75;2.73;19.60;3.84;0.00;6.00;8.42;-0.00
364.00;-24.60;-9.99;1.66;20.00;2.09;0.00;1.17;9.50;0.00;1.09;1.01;2.14;0.30;24.60;24.60;9.99;1.66;19.60;1.88;0.00;2.92;9.50;-0.00
365.00;-22.77;-11.26;1.39;20.00;1.41;0.00;0.70;10.58;0.00;0.51;1.09;2.26;0.30;22.77;22.77;11.26;1.39;19.60;1.27;0.00;1.76;10.58;-0.00
366.00;-20.10;-9.65;1.50;20.00;0.07;0.00;0.17;8.32;0.00;0.12;0.92;2.00;0.30;20.10;20.10;9.65;1.50;19.60;0.06;0.00;0.43;8.32;-0.00
367.00;-13.96;-7.40;1.22;20.00;0.00;5.64;0.00;6.18;0.00;0.10;0.76;1.74;0.30;13.96;13.96;7.40;1.22;19.60;0.00;5.07;0.00;6.18;-0.00
368.00;-24.67;-7.44;0.92;20.00;0.73;0.00;1.74;8.25;0.00;1.37;0.91;1.99;0.30;24.67;24.67;7.44;0.92;19.60;0.66;0.00;4.35;8.25;-0.00
369.00;-28.28;-8.41;0.73;20.00;0.92;0.00;3.10;10.79;0.00;1.17;1.10;2.29;0.30;28.28;28.28;8.41;0.73;19.60;0.83;0.00;7.76;10.79;-0.00
370.00;-20.65;-7.75;0.46;20.00;0.23;0.00;0.33;7.62;0.00;0.91;0.87;1.91;0.30;20.65;20.65;7.75;0.46;19.60;0.21;0.00;0.82;7.62;-0.00
371.00;-26.28;-8.05;0.20;20.00;1.45;0.00;2.09;9.94;0.00;0.85;1.04;2.19;0.30;26.28;26.28;8.05;0.20;19.60;1.31;0.00;5.23;9.94;-0.00
372.00;-23.40;-7.79;0.01;20.00;0.52;0.00;1.31;9.10;0.00;0.44;0.98;2.09;0.30;23.40;23.40;7.79;0.01;19.60;0.46;0.00;3.28;9.10;-0.00
373.00;-14.04;-5.76;0.00;20.00;0.00;5.56;0.00;5.76;0.00;0.30;0.73;1.69;0.30;14.04;14.04;5.76;0.00;19.60;0.00;5.01;0.00;5.76;-0.00
374.00;-24.73;-5.01;0.00;20.00;1.73;0.00;1.36;6.37;0.00;1.55;0.77;1.77;0.30;24.73;24.73;5.01;0.00;19.60;1.56;0.00;3.40;6.37;-0.00
375.00;-27.27;-5.08;0.00;20.00;1.85;0.00;2.33;7.40;0.00;1.07;0.85;1.89;0.30;27.27;27.27;5.08;0.00;19.60;1.67;0.00;5.81;7.40;-0.00
376.00;-16.36;-5.00;0.00;20.00;0.00;3.24;0.00;5.00;0.00;0.56;0.67;1.60;0.30;16.36;16.36;5.00;0.00;19.60;0.00;2.91;0.00;5.00;-0.00
377.00;-18.30;-5.15;0.00;20.00;0.00;1.30;0.00;5.15;0.00;1.29;0.68;1.62;0.30;18.30;18.30;5.15;0.00;19.60;0.00;1.17;0.00;5.15;-0.00
378.00;-28.00;-5.41;0.00;20.00;5.02;0.00;1.35;6.76;0.00;1.58;0.80;1.81;0.30;28.00;28.00;5.41;0.00;19.60;4.52;0.00;3.38;6.76;-0.00
379.00;-20.89;-5.22;0.00;20.00;0.66;0.00;0.25;5.48;0.00;0.18;0.71;1.66;0.30;20.89;20.89;5.22;0.00;19.60;0.59;0.00;0.63;5.48;-0.00
380.00;-11.20;-5.12;0.00;15.27;0.00;3.76;0.00;5.12;0.00;0.00;0.61;1.38;0.30;11.20;11.20;5.12;0.00;14.96;0.00;3.38;0.00;5.12;-0.00
381.00;-22.65;-5.13;0.00;20.00;3.05;0.00;0.00;5.13;0.00;0.85;0.60;1.62;0.24;22.65;22.65;5.13;0.00;19.60;2.74;0.00;0.00;5.13;-0.00
382.00;-28.40;-5.16;0.00;20.00;0.00;0.00;3.52;8.68;0.00;0.00;0.68;2.04;0.18;28.40;28.40;5.16;0.00;19.60;0.00;0.00;8.80;8.68;-0.00
383.00;-18.84;-4.84;0.00;0.00;0.00;0.00;7.54;12.37;0.00;0.00;0.35;1.47;0.11;18.84;18.84;4.84;0.00;0.00;0.00;0.00;18.84;12.37;-0.00
384.00;-16.41;-4.40;0.00;0.00;0.00;0.00;6.57;10.97;0.00;0.00;0.14;1.30;0.05;16.41;16.41;4.40;0.00;0.00;0.00;0.00;16.41;10.97;-0.00
385.00;-18.91;-4.50;0.00;0.00;0.00;0.00;7.56;12.06;0.00;0.00;0.15;1.43;0.05;18.91;18.91;4.50;0.00;0.00;0.00;0.00;18.91;12.06;-0.00
386.00;-13.98;-4.97;0.00;0.00;0.00;0.00;5.59;10.56;0.00;0.00;0.13;1.25;0.05;13.98;13.98;4.97;0.00;0.00;0.00;0.00;13.98;10.56;-0.00
387.00;-13.00;-5.38;0.00;0.00;0.00;0.00;5.20;10.58;0.00;0.00;0.13;1.25;0.05;13.00;13.00;5.38;0.00;0.00;0.00;0.00;13.00;10.58;-0.00
388.00;-18.62;-5.38;0.00;0.00;0.00;0.00;7.45;12.83;0.00;0.00;0.16;1.52;0.05;18.62;18.62;5.38;0.00;0.00;0.00;0.00;18.62;12.83;-0.00
389.00;-24.30;-5.34;0.00;0.00;0.00;0.00;9.72;15.06;0.00;0.00;0.19;1.78;0.05;24.30;24.30;5.34;0.00;0.00;0.00;0.00;24.30;15.06;-0.00
390.00;-19.75;-5.03;0.00;0.00;0.00;0.00;7.90;12.93;0.00;0.00;0.16;1.53;0.05;19.75;19.75;5.03;0.00;0.00;0.00;0.00;19.75;12.93;-0.00
391.00;-13.70;-4.88;0.00;0.00;0.00;0.00;5.48;10.36;0.00;0.00;0.13;1.23;0.05;13.70;13.70;4.88;0.00;0.00;0.00;0.00;13.70;10.36;-0.00
392.00;-16.65;-4.78;0.00;0.00;0.00;0.00;6.66;11.44;0.00;0.00;0.14;1.36;0.05;16.65;16.65;4.78;0.00;0.00;0.00;0.00;16.65;11.44;-0.00
393.00;-23.41;-4.88;0.00;0.00;0.00;0.00;9.36;14.25;0.00;0.00;0.18;1.69;0.05;23.41;23.41;4.88;0.00;0.00;0.00;0.00;23.41;14.25;-0.00
394.00;-20.06;-4.84;0.00;0.00;0.00;0.34;8.16;13.00;0.00;0.00;0.16;1.54;0.05;20.06;20.06;4.84;0.00;0.00;0.00;0.31;20.40;13.00;-0.00
395.00;-13.28;-4.51;0.00;0.00;0.00;0.14;5.37;9.87;0.00;0.08;0.12;1.17;0.05;13.28;13.28;4.51;0.00;0.00;0.00;0.12;13.42;9.87;-0.00
396.00;-14.98;-4.47;0.00;0.00;0.00;0.10;6.03;10.50;0.00;0.11;0.13;1.24;0.05;14.98;14.98;4.47;0.00;0.00;0.00;0.09;15.08;10.50;-0.00
397.00;-25.47;-4.95;0.00;0.00;0.47;0.00;10.00;14.95;0.00;0.13;0.19;1.77;0.05;25.47;25.47;4.95;0.00;0.00;0.42;0.00;25.00;14.95;-0.00
398.00;-23.38;-5.09;0.00;0.00;0.00;0.00;9.35;14.44;0.00;0.00;0.18;1.71;0.05;23.38;23.38;5.09;0.00;0.00;0.00;0.00;23.38;14.44;-0.00
